adventurer_id,cluster,age,gender,region,total_views,total_seconds,avg_completion,unique_publishers,total_subscriptions
iq5f,4,33,F,Jamshire,14,2680.0,0.5119456603476682,8,11
8nt6,4,34,NB,Sugarbrook,13,2387.0,0.4937757154369147,5,6
fvce,4,32,M,Gelatina Grove,17,3064.0,0.49263282729339947,3,7
79n1,4,29,M,Jamshire,15,2674.0,0.4903088192834307,5,9
m2mr,4,25,M,Sugarbrook,12,1683.0,0.3378795807505475,6,9
imgt,4,12,NB,Jamshire,15,3017.0,0.5119232784397911,7,10
bx15,0,11,M,Toadstool Marshes,11,2505.0,0.6286861688219287,4,4
3lrx,0,10,F,Dripwater Delta,13,3012.0,0.5888725663095766,7,7
tjee,4,14,M,Sugarbrook,21,3422.0,0.40332998078087823,5,7
cecb,0,10,F,Slurpington,14,3368.0,0.5836138685112137,5,5
4twn,0,11,M,Toadstool Marshes,14,3221.0,0.6275636710407551,3,3
v8a9,4,31,M,Sugarbrook,19,4400.0,0.5426387776622237,5,6
r9nw,4,33,M,Greycliffs,14,3562.0,0.6961614499326082,4,4
i9ci,0,12,M,Slurpington,10,2265.0,0.5952057584857446,3,3
pc9u,4,29,M,Sugarbrook,18,3105.0,0.4177426886868398,6,7
h6cp,4,20,M,Puddington,26,4968.0,0.46875177708990556,8,10
peav,4,13,M,Puddington,11,2155.0,0.44113922757837787,6,7
yh6f,4,20,F,Jamshire,26,6846.0,0.7190299297429497,7,12
pz69,4,15,F,Greycliffs,19,3963.0,0.502755152708438,4,6
vrsf,4,23,F,Sugarbrook,18,3359.0,0.48423109729867786,5,7
3wyl,0,10,M,Dripwater Delta,13,3220.0,0.5815831052162768,6,6
g6is,0,13,F,Slurpington,13,2591.0,0.5152440837720823,6,6
74gz,4,12,M,Puddington,14,2675.0,0.4838685602854517,6,6
6hot,0,11,F,Soggy Hollow,10,2034.0,0.510392552290677,5,6
4hn3,0,10,F,Soggy Hollow,14,3286.0,0.6419837559686952,6,6
477m,0,12,M,Slurpington,13,2628.0,0.5162547853557101,5,5
3zg2,2,13,M,Gnome's Rest,16,3125.0,0.4710761219287445,2,2
jdnu,0,10,F,Dripwater Delta,11,2773.0,0.7193089971499549,3,3
badb,3,16,M,Greycliffs,12,2990.0,0.59912266818282,5,5
akmh,0,11,M,Soggy Hollow,16,4238.0,0.7333304213083031,8,9
jq9k,6,71,F,Narathil,20,3844.0,0.5719352182961115,2,2
oylg,1,53,F,Greycliffs,13,2923.0,0.5832820160467682,7,9
ueo6,0,10,M,Dripwater Delta,14,2554.0,0.4449579099597612,6,7
mdpc,0,12,F,Dripwater Delta,12,3331.0,0.7490782785259579,5,5
oa7u,0,12,M,Toadstool Marshes,13,3372.0,0.7150304146016377,2,2
avu7,4,32,F,Puddington,12,3026.0,0.6331624363651401,5,6
v1oq,4,13,NB,Sugarbrook,18,3332.0,0.5037772280583235,6,6
b84c,0,15,NB,Slurpington,13,3577.0,0.7392189263790809,5,5
96au,4,28,F,Puddington,20,4394.0,0.5247068227822095,8,12
tkta,2,18,M,Threadbare,11,1824.0,0.37646015979128167,4,5
tdfc,0,18,M,Soggy Hollow,14,3306.0,0.6559704389442772,5,5
gao5,4,29,F,Greycliffs,13,3855.0,0.7993898757011274,4,4
7f7g,0,11,M,Dripwater Delta,11,2687.0,0.6954658228385914,4,4
n3qk,0,36,M,Soggy Hollow,11,2297.0,0.5483869766244481,5,5
558p,4,18,M,Jamshire,12,1845.0,0.4616633627843756,4,4
rpbc,4,17,M,Boggy Bottom,10,1850.0,0.4647169647522378,3,5
vyf5,4,29,M,Puddington,12,1991.0,0.4314629700310583,8,12
9kcn,0,12,M,Toadstool Marshes,12,2143.0,0.5267445421422781,3,3
xnrv,0,10,F,Dripwater Delta,10,2345.0,0.6615677532371824,2,2
jcsi,4,35,F,Jamshire,17,4199.0,0.6462895174970504,6,9
qx9g,4,14,F,Sugarbrook,13,2869.0,0.5196413064822883,7,10
45hl,4,34,F,Puddington,10,1638.0,0.4249057753513569,2,2
jlfr,4,18,M,Sugarbrook,25,5039.0,0.47426814001985707,7,9
v839,3,29,F,Muckminster,20,4431.0,0.5555390532643019,3,6
cicj,4,21,F,Boggy Bottom,26,5518.0,0.544381729120822,2,2
miaz,6,59,F,Duelburg,11,2503.0,0.5931455949189649,1,1
13k3,0,11,F,Soggy Hollow,12,3733.0,0.8251235988989071,5,5
tsyt,5,12,M,Soggy Hollow,13,3017.0,0.6140535503096838,4,5
lai5,4,20,M,Puddington,13,2659.0,0.5162149983729648,7,11
xrps,0,11,M,Toadstool Marshes,11,1719.0,0.4048397836163167,6,6
w29l,0,11,F,Slurpington,14,3290.0,0.6455772015840527,3,3
r97g,4,22,F,Puddington,15,3103.0,0.5722855117698148,6,11
5pof,4,20,M,Sugarbrook,14,2428.0,0.46356141058018846,7,8
zhay,6,37,M,Duelburg,16,2936.0,0.5011840269316157,4,5
cc58,4,35,F,Jamshire,16,3271.0,0.5413194663406915,8,10
x8ai,4,11,F,Sugarbrook,11,1729.0,0.42340774948921794,4,5
c31g,4,15,F,Jamshire,21,4437.0,0.5633491169779653,5,8
esog,4,29,M,Sugarbrook,12,2639.0,0.5175246060950117,6,8
xf5d,0,12,F,Dripwater Delta,13,2026.0,0.39627082538880615,5,7
bmkk,4,30,M,Boggy Bottom,13,3649.0,0.7057575972370874,3,5
6ndl,0,11,F,Slurpington,14,3396.0,0.6619856122778115,5,5
zmoh,4,10,M,Jamshire,15,2870.0,0.5112835541418275,7,8
yipf,4,16,F,Puddington,10,1915.0,0.5432578385373156,2,2
qwb2,0,10,F,Toadstool Marshes,10,2433.0,0.6252016527865727,4,4
vvt3,4,13,M,Sugarbrook,10,1484.0,0.3727752496143794,5,7
2dsr,0,11,F,Soggy Hollow,14,4207.0,0.7980644728736702,4,4
vs1z,4,19,M,Sugarbrook,16,3347.0,0.5639815887809789,5,7
t57h,4,32,M,Jamshire,10,2631.0,0.6349534699201473,7,7
34sm,0,10,M,Soggy Hollow,10,2025.0,0.4903931700152113,7,7
w5wl,6,12,F,Duelburg,14,3675.0,0.7063221380208516,2,2
w4yw,4,78,M,Duelburg,10,2581.0,0.7419515543294942,1,1
d83r,6,118,M,Shield Barrow,16,3434.0,0.5798252522582718,5,7
uf1d,4,12,M,Jamshire,13,2952.0,0.5563474270842624,5,8
i2gm,0,10,M,Toadstool Marshes,12,3041.0,0.6898609722054756,7,7
pwjy,0,11,M,Soggy Hollow,13,3074.0,0.6273324996759618,5,5
qx1e,1,11,M,Greycliffs,12,2371.0,0.4861618340801441,6,8
tbw6,0,12,M,Dripwater Delta,14,3203.0,0.6322388166854263,4,4
m9n3,2,12,M,Threadbare,22,4189.0,0.47994289246119665,3,3
51q1,6,68,F,Duelburg,12,3127.0,0.7507024219172292,5,5
e9gb,6,71,M,Duelburg,23,4983.0,0.6189010322189459,4,5
jwxk,5,11,F,Dripwater Delta,11,2272.0,0.5249590383564783,8,8
tzvu,4,23,M,Jamshire,26,5561.0,0.5386647429268915,8,16
jt89,4,34,F,Jamshire,14,2804.0,0.4932567331715164,9,15
9u7n,0,15,F,Slurpington,12,3189.0,0.6535456441347828,1,1
2gr8,4,27,M,Sugarbrook,13,2497.0,0.4918858678386138,5,5
migu,6,101,M,Narathil,17,4076.0,0.64526268009002,2,2
l45x,4,30,F,Sugarbrook,17,3855.0,0.5971829049505482,4,5
j11t,4,17,F,Boggy Bottom,10,1370.0,0.3003941399541107,3,6
u3f2,0,10,F,Toadstool Marshes,15,4325.0,0.784055348905079,4,4
8hd9,2,16,M,Knitwick,20,3606.0,0.4342604826030635,4,8
ualu,0,13,F,Soggy Hollow,14,3913.0,0.7947347443904057,3,3
myyz,4,17,F,Sugarbrook,10,1595.0,0.4189407133188613,6,11
h5fr,0,29,M,Slurpington,12,2346.0,0.48991142808100263,7,7
mwrl,3,17,F,Greycliffs,14,2513.0,0.4916801720016176,5,5
t7e3,6,71,M,Duelburg,15,2946.0,0.5491920926408974,2,2
ccty,4,25,F,Puddington,20,2588.0,0.35290323187601014,8,10
silb,4,21,F,Puddington,18,4303.0,0.5758878292916537,3,5
l1db,0,12,F,Soggy Hollow,15,4899.0,0.9206333190840806,6,6
tbhf,6,140,M,Shield Barrow,11,2360.0,0.6352101537296787,2,2
w2h9,1,11,F,Narathil,11,2022.0,0.5512192703190887,1,1
a83t,0,11,F,Toadstool Marshes,13,2817.0,0.5652544962910752,4,4
3dfz,1,134,M,Duelburg,18,2963.0,0.505049418594573,4,4
oa5t,0,11,NB,Toadstool Marshes,10,1898.0,0.45584676694827764,4,4
p1oh,6,122,F,Duelburg,16,3758.0,0.6742831360211419,3,4
c1y3,0,12,M,Dripwater Delta,16,3902.0,0.6858319702645097,5,5
g5e1,4,24,M,Sugarbrook,16,3109.0,0.4943161031486069,8,12
4yto,1,25,M,Sugarbrook,15,2893.0,0.4539086105861897,7,12
iz5s,6,96,F,Shield Barrow,13,3024.0,0.5773711622615598,4,5
zptk,6,134,M,Narathil,16,3440.0,0.5997165597804405,4,4
ssl4,4,22,M,Puddington,18,3902.0,0.5567120979437399,7,9
cg57,0,11,F,Slurpington,15,4390.0,0.8110640462286759,5,5
5scc,6,14,F,Shield Barrow,13,2546.0,0.5645670869295197,5,6
r5uq,6,118,F,Duelburg,21,5122.0,0.7091138691593277,2,2
do8o,0,13,F,Dripwater Delta,19,5138.0,0.7744551721019142,7,7
kg1u,0,23,F,Soggy Hollow,15,3226.0,0.5702228364218088,4,4
cqfu,4,33,F,Sugarbrook,18,3798.0,0.6029392578819989,6,7
p96l,4,23,F,Puddington,10,2056.0,0.5334735170811749,7,10
l471,4,20,M,Greycliffs,18,3715.0,0.54874499265124,3,3
bvvb,4,15,F,Sugarbrook,12,2438.0,0.5422202539949904,8,14
6yhn,4,29,F,Greycliffs,10,2527.0,0.6595401274634378,2,2
vhsd,4,18,M,Sugarbrook,10,2734.0,0.697546462402349,7,7
htt3,0,12,M,Toadstool Marshes,12,3011.0,0.6266812478064804,5,5
vw6b,4,27,M,Greycliffs,17,4087.0,0.6357192129610697,8,14
zvp2,5,12,M,Soggy Hollow,11,2718.0,0.7233004550367528,4,4
i8mk,4,17,F,Muckminster,13,2940.0,0.6386335335460285,3,8
h1z6,1,16,M,Greycliffs,15,3294.0,0.5839544605364646,2,2
bbua,5,10,M,Soggy Hollow,10,2735.0,0.7600343700950213,3,3
ipwy,4,27,F,Sugarbrook,11,3278.0,0.8302918885133296,1,1
4who,0,10,F,Soggy Hollow,15,3073.0,0.5441888571210572,4,4
yrhx,3,35,M,Sugarbrook,25,6385.0,0.67244103737235,8,11
2rcq,2,14,M,Threadbare,13,2660.0,0.5118317573964213,4,6
nf6d,5,42,F,Soggy Hollow,10,2860.0,0.846815082111027,4,4
e58o,2,13,M,Gnome's Rest,17,4356.0,0.6002607538979001,4,4
vtr4,5,12,F,Soggy Hollow,11,2017.0,0.49479366450787304,6,6
iw5s,4,19,M,Sugarbrook,13,2550.0,0.5588407500640722,2,2
oa85,2,17,M,Knitwick,14,2085.0,0.37540948812667846,4,5
68gx,0,12,M,Dripwater Delta,13,2418.0,0.5082207860549972,4,4
fpgv,4,18,F,Sugarbrook,10,1588.0,0.41018789967403935,7,8
rlqr,6,32,M,Duelburg,10,1907.0,0.5557590039122268,3,3
stpg,4,13,M,Greycliffs,18,2270.0,0.2822964700462763,5,9
n1oj,4,10,F,Sugarbrook,13,2388.0,0.43775653985403457,4,5
qf12,4,15,M,Puddington,11,2241.0,0.5588234440108873,6,7
7fuk,6,83,M,Shield Barrow,10,2250.0,0.5960034518593067,1,1
37ps,1,85,M,Duelburg,16,3186.0,0.5636999542253195,4,5
l41d,0,19,M,Slurpington,17,3667.0,0.6069743285399745,6,6
7ohp,4,15,F,Puddington,25,4599.0,0.45458589909826747,8,13
dt7q,4,19,M,Jamshire,14,2751.0,0.5477605096771044,6,6
5mq9,0,32,F,Soggy Hollow,15,4293.0,0.8061902350660497,6,7
u37r,0,12,M,Slurpington,10,1550.0,0.3834480361605586,6,6
7p69,5,11,M,Dripwater Delta,11,2062.0,0.5164707248882064,8,8
kjs2,2,13,M,Gnome's Rest,11,2883.0,0.6670969817798552,4,5
wfn4,0,13,F,Toadstool Marshes,15,2980.0,0.5284623151932295,5,6
sejs,0,11,M,Slurpington,18,4483.0,0.6581799015973487,8,9
rmc2,0,12,F,Toadstool Marshes,14,3823.0,0.7839023765510265,4,4
mdws,4,35,F,Sugarbrook,12,2737.0,0.6347253572810849,5,7
k5kc,0,12,F,Toadstool Marshes,13,3492.0,0.7094245166643135,5,5
6vkm,5,11,F,Toadstool Marshes,12,2896.0,0.6589615340630596,8,9
fvk5,5,12,F,Toadstool Marshes,11,3104.0,0.8245745079259692,3,3
7y7v,4,11,M,Sugarbrook,11,2399.0,0.5817634275608676,7,10
s3ul,4,14,F,Jamshire,11,1630.0,0.4292064974609039,4,4
ohs8,0,10,F,Dripwater Delta,10,1521.0,0.3720260285566154,5,5
3jzq,0,11,M,Soggy Hollow,11,2476.0,0.5982795347260264,6,7
tcyd,5,12,F,Toadstool Marshes,15,3545.0,0.6970039256092451,5,5
ee1v,1,23,M,Greycliffs,16,2645.0,0.45304356971835963,6,8
p2zv,4,21,M,Greycliffs,14,2896.0,0.5358646646429881,5,6
ltvc,6,106,M,Shield Barrow,17,4116.0,0.6461028907208737,5,6
ldec,0,11,F,Toadstool Marshes,12,3278.0,0.7176971884348887,7,8
veqp,6,13,M,Narathil,12,2928.0,0.6165016145143948,5,6
99qr,4,13,M,Gelatina Grove,14,2914.0,0.488236845909781,3,7
hc9m,5,11,F,Dripwater Delta,12,1929.0,0.43200119930997866,5,5
zbio,6,91,F,Narathil,18,4403.0,0.6387469030149057,3,4
7zdi,3,23,M,Greycliffs,18,3698.0,0.5439713903102309,6,7
s78w,0,11,F,Soggy Hollow,10,2935.0,0.7689136808473611,5,5
hu54,6,98,M,Narathil,11,2425.0,0.6352740664844188,3,3
g2w2,4,19,M,Jamshire,13,2742.0,0.5440901011092228,7,10
adlq,4,11,M,Gelatina Grove,12,1835.0,0.4034403804873224,3,6
mx7a,1,51,F,Narathil,15,3422.0,0.6457951039621143,4,4
ta7t,5,12,F,Dripwater Delta,15,3739.0,0.7064490391145718,7,8
r2vt,1,25,M,Sugarbrook,15,3700.0,0.6913519207277541,1,1
r8u3,4,16,M,Sugarbrook,13,2675.0,0.5173006046040122,7,8
vak9,3,25,F,Puddington,14,2810.0,0.4881688489899833,7,12
v93q,5,11,F,Soggy Hollow,11,2314.0,0.5785410322750938,5,5
q5pc,6,37,M,Shield Barrow,14,2601.0,0.531461828979721,4,5
xnvq,4,17,F,Jamshire,18,4134.0,0.6239164990288274,5,7
qxc3,2,18,F,Threadbare,10,2923.0,0.776474337630139,3,4
lvgz,4,34,M,Greycliffs,18,3493.0,0.5769179553417358,2,2
efxn,6,105,M,Narathil,14,3241.0,0.6501836297386383,3,4
aonl,5,12,F,Slurpington,11,2531.0,0.6411457154629375,5,5
jg3b,3,32,M,Sugarbrook,16,3049.0,0.503246969249382,7,9
pj47,0,11,F,Toadstool Marshes,12,2743.0,0.5931806145734094,6,8
67uj,6,70,NB,Duelburg,14,2670.0,0.5091329218913277,4,4
upy7,4,19,M,Greycliffs,13,2845.0,0.5718441886643117,8,10
8poi,0,11,M,Toadstool Marshes,12,3035.0,0.6685551895574826,3,3
9oiv,1,100,F,Duelburg,10,2369.0,0.6321819347470565,2,2
3opn,4,18,M,Greycliffs,17,3300.0,0.46639906484363325,6,7
vf5f,5,12,F,Dripwater Delta,13,3078.0,0.6538675832163563,4,4
mzp3,0,11,F,Toadstool Marshes,13,2292.0,0.43968061813295356,3,3
bmnv,0,11,F,Slurpington,15,3354.0,0.5942421597270684,5,5
btb4,6,87,F,Narathil,12,2476.0,0.6559499048978855,2,2
f1oo,4,24,F,Greycliffs,13,3389.0,0.6103155519831198,4,5
ymxw,0,10,F,Soggy Hollow,11,2657.0,0.6002364442541358,6,6
uzr3,4,16,F,Greycliffs,11,2439.0,0.5890687990088112,4,5
odyu,0,10,F,Slurpington,17,5149.0,0.8185009270937851,5,5
3czv,4,33,M,Jamshire,15,2622.0,0.48606478932641406,6,9
ruw5,6,72,M,Shield Barrow,11,2111.0,0.5941435863939245,4,5
nimb,5,12,F,Dripwater Delta,14,3567.0,0.7286651665178386,6,6
tscq,4,24,M,Jamshire,12,2563.0,0.5877787216787581,5,7
dxb3,0,12,F,Slurpington,10,2214.0,0.5989735679208469,8,9
ktbz,4,12,M,Jamshire,17,3729.0,0.5277775258780543,3,4
nqif,6,134,M,Shield Barrow,11,2279.0,0.5794779705824333,3,4
wptb,0,12,F,Toadstool Marshes,14,2947.0,0.5481852954702876,4,4
b87k,4,37,F,Puddington,22,5254.0,0.5981513658072372,8,14
rn92,5,10,M,Toadstool Marshes,12,2067.0,0.4799359215275019,7,8
dble,0,12,F,Dripwater Delta,10,1914.0,0.4621489106694073,6,6
afka,6,88,F,Duelburg,18,4586.0,0.638264555784954,5,6
kfqt,2,12,M,Threadbare,10,1780.0,0.46757215837492383,4,4
fsjl,6,55,F,Narathil,17,3450.0,0.5381505888015367,3,4
kjws,1,30,F,Sugarbrook,20,2960.0,0.38031796342792856,5,8
grc8,0,10,M,Slurpington,16,3744.0,0.6157574486367035,7,7
687m,0,12,F,Toadstool Marshes,12,3622.0,0.8055873763437806,6,6
hppu,6,70,F,Duelburg,21,4419.0,0.5266972191658451,4,6
p4a8,2,20,F,Threadbare,11,2336.0,0.5275395485227174,3,3
rltk,4,22,F,Jamshire,10,1509.0,0.3771072876904875,4,6
8fgm,5,27,M,Slurpington,13,2354.0,0.477971277878279,5,5
kxmb,6,97,M,Duelburg,13,2374.0,0.564565964736943,3,3
viz6,2,22,F,Threadbare,20,3488.0,0.480805439736109,4,6
8zxu,4,24,F,Jamshire,16,3316.0,0.47318307063978765,6,8
e7zq,0,10,M,Toadstool Marshes,11,2247.0,0.5169159726987179,3,3
w623,0,64,F,Slurpington,13,3899.0,0.847307878000081,6,6
9obq,2,11,F,Knitwick,17,3534.0,0.5403207358638529,4,4
eavr,4,24,M,Greycliffs,16,3564.0,0.5488910819291097,5,8
nq9n,1,20,F,Puddington,14,2367.0,0.4138894973726665,1,1
hv3o,0,11,M,Toadstool Marshes,16,3284.0,0.5480930702127927,3,3
mdq5,4,10,M,Puddington,10,1452.0,0.36070180049745537,7,9
oiij,6,88,NB,Narathil,15,2328.0,0.4821674324334976,1,1
spef,0,12,F,Dripwater Delta,14,2937.0,0.6223420911339498,5,6
33ic,4,27,M,Greycliffs,15,2135.0,0.3689287703464892,9,10
io7u,0,11,M,Slurpington,13,2036.0,0.4033886970261209,2,2
y86g,5,44,F,Dripwater Delta,11,3290.0,0.8539998170833573,5,5
3939,5,13,F,Dripwater Delta,14,2819.0,0.5633863017861385,4,4
8dkg,6,51,M,Narathil,10,2097.0,0.5328464319994669,5,5
da5b,2,26,M,Threadbare,17,5047.0,0.7477002844649455,4,8
qrlh,0,123,F,Toadstool Marshes,14,2890.0,0.5985037329369254,5,5
mz3y,5,11,F,Toadstool Marshes,12,2671.0,0.5864321260590898,4,4
imhc,0,11,M,Soggy Hollow,11,3237.0,0.7555076970295036,3,3
qoo8,2,16,F,Threadbare,14,3995.0,0.6674077358918761,3,3
o5xy,4,18,F,Jamshire,10,1802.0,0.429784454794388,6,10
7wzr,6,83,F,Narathil,17,3208.0,0.5165163997392297,3,3
8b6y,0,11,M,Toadstool Marshes,18,3070.0,0.4706622915433759,4,4
19ox,5,14,F,Toadstool Marshes,13,3868.0,0.8566389079455161,2,3
ubxs,6,97,F,Duelburg,11,1921.0,0.4514863323244684,2,3
skik,5,10,NB,Slurpington,11,1762.0,0.4262364763021051,4,5
i47k,0,13,F,Dripwater Delta,15,3407.0,0.6358686931037482,6,6
noyp,2,28,F,Knitwick,15,3704.0,0.6630476514633435,4,5
38jh,2,18,M,Threadbare,10,2145.0,0.5540767743936843,4,7
yhru,5,14,F,Toadstool Marshes,11,2667.0,0.6283479631854089,4,4
appv,2,17,F,Knitwick,18,5126.0,0.7336415019052137,2,3
lqik,0,23,F,Slurpington,18,4471.0,0.6501841290207437,5,5
81iz,0,14,F,Slurpington,15,3443.0,0.6212608326419279,3,3
itdf,4,26,F,Puddington,14,2561.0,0.46091736844048653,7,9
pvhn,5,11,M,Dripwater Delta,14,2823.0,0.5601467695522575,5,5
kwbr,5,11,M,Slurpington,13,3097.0,0.7222363609155286,4,4
lxg5,0,13,F,Toadstool Marshes,10,2261.0,0.5719877346360186,6,6
734b,0,10,F,Dripwater Delta,15,3483.0,0.6328777468480921,3,3
r7gw,4,19,F,Sugarbrook,15,2365.0,0.394243844489727,9,17
cfea,4,30,F,Sugarbrook,28,6167.0,0.6003669405530652,9,16
68d6,1,28,M,Puddington,15,4032.0,0.7444205351499372,1,1
3hx8,0,12,M,Soggy Hollow,10,2761.0,0.788380039704233,4,4
9u8o,2,19,M,Threadbare,15,3943.0,0.6287273523682336,4,6
guzg,2,23,F,Threadbare,11,2694.0,0.6439937437629005,4,6
rdp8,4,19,F,Puddington,11,1922.0,0.46413935465273076,4,4
stkw,3,14,M,Greycliffs,14,2935.0,0.5608279461251621,5,8
e9xg,0,10,F,Slurpington,13,3000.0,0.5872523480867552,6,6
2olx,5,25,F,Dripwater Delta,11,2133.0,0.5095312787491434,2,2
nza7,5,13,M,Dripwater Delta,15,3971.0,0.7558350094911063,3,3
qx1z,0,14,M,Dripwater Delta,12,2519.0,0.5799441302021391,4,4
3c82,4,32,F,Greycliffs,17,2796.0,0.44041746945454674,7,11
pva3,3,22,F,Jamshire,11,2158.0,0.5143563525870453,5,6
83bj,4,34,M,Greycliffs,11,2548.0,0.5760431420970856,4,5
a86g,6,10,F,Narathil,12,2225.0,0.4915109156081267,5,6
eslx,0,12,F,Slurpington,12,3490.0,0.7738436804865886,4,4
jti9,4,16,F,Sugarbrook,21,3518.0,0.42476836488666203,8,11
578z,2,17,M,Gnome's Rest,10,2564.0,0.6591191487962046,2,3
ccz5,0,13,M,Toadstool Marshes,10,2819.0,0.7783290016371691,4,4
pbt2,5,10,M,Dripwater Delta,16,3895.0,0.6920583049015715,7,7
nrit,5,14,F,Toadstool Marshes,12,3587.0,0.8428864944133626,5,5
2i31,0,11,F,Dripwater Delta,13,3228.0,0.7108599600107511,3,3
1gph,2,11,F,Gnome's Rest,16,3862.0,0.6311009661517331,4,6
3vvi,0,11,M,Slurpington,11,2512.0,0.6073121151692281,4,4
bfb7,0,11,M,Soggy Hollow,15,4030.0,0.7242709775776766,5,5
dgms,4,11,F,Sugarbrook,17,2911.0,0.41540420554904667,6,7
w8pr,4,14,M,Sugarbrook,16,2538.0,0.42429905669968143,7,8
6od7,2,15,NB,Gnome's Rest,12,2568.0,0.512572353662769,3,3
gmvv,5,12,F,Soggy Hollow,16,4221.0,0.750703737219464,7,7
jywf,4,13,F,Jamshire,20,3487.0,0.42957401982590737,8,13
yyhx,4,20,F,Sugarbrook,20,4057.0,0.5232921706667855,3,3
mlli,0,10,M,Dripwater Delta,10,2006.0,0.4853487263601541,1,1
g6ue,4,20,F,Greycliffs,16,3095.0,0.5325890020414754,7,10
2hrd,4,13,F,Jamshire,12,1751.0,0.3943996759598807,4,4
amz9,5,10,F,Toadstool Marshes,12,3090.0,0.7593855195715479,6,6
53w5,4,29,F,Puddington,24,5079.0,0.6002866794575159,7,11
4tma,4,24,M,Greycliffs,11,2264.0,0.5314161476862614,4,4
l36v,0,12,M,Toadstool Marshes,14,3335.0,0.6196200080591658,4,4
8k36,4,17,M,Puddington,14,2520.0,0.5017329222537904,4,4
8rhq,2,27,M,Knitwick,14,2726.0,0.5136026888742867,3,6
de6l,2,30,F,Threadbare,20,5756.0,0.722355964247937,3,5
5pnx,0,12,F,Slurpington,12,3062.0,0.6577382841628764,3,3
5l3j,5,14,F,Toadstool Marshes,19,4901.0,0.7257221811192918,4,4
fsgw,2,22,M,Knitwick,15,2989.0,0.4969170992156473,4,4
92wg,4,14,F,Puddington,10,1532.0,0.3928716655266516,5,6
avii,4,15,M,Greycliffs,12,2210.0,0.486744445852155,2,2
il6c,1,27,F,Puddington,18,3176.0,0.48068121526171204,8,12
6n1b,1,27,F,Jamshire,21,5154.0,0.6822051725137781,6,8
bwnx,4,18,F,Puddington,29,6425.0,0.5492646641682571,7,11
awuo,2,16,F,Threadbare,13,3660.0,0.66802344230117,4,4
st25,4,33,F,Jamshire,14,2420.0,0.48982912550443236,5,7
gup2,4,38,F,Sugarbrook,12,2361.0,0.5094037441141385,5,8
2ljg,4,19,F,Sugarbrook,11,2299.0,0.5115705139450131,8,12
toys,0,13,F,Slurpington,14,3127.0,0.6141065795345498,1,1
6pub,2,16,F,Threadbare,15,3717.0,0.6616686549453168,4,5
u1vw,4,11,F,Puddington,11,1844.0,0.463167432814344,8,12
j3bg,5,97,F,Dripwater Delta,11,2876.0,0.7543934580444422,6,6
evdh,1,107,M,Narathil,17,3623.0,0.6297211632580282,5,5
f4ok,6,55,M,Narathil,10,2349.0,0.5976070892045625,4,5
uzuy,2,28,F,Knitwick,15,4514.0,0.7495516106923515,3,4
vwuv,0,10,M,Soggy Hollow,18,4702.0,0.7012745084574372,3,3
mjnc,4,16,M,Gnome's Rest,10,2231.0,0.5655146983771769,3,3
3271,0,14,F,Soggy Hollow,17,3640.0,0.5740128686415734,5,5
21ql,5,12,F,Soggy Hollow,18,4673.0,0.7302720508390357,7,7
zxn6,3,43,M,Jamshire,20,5237.0,0.7543533001154749,5,7
kd7i,4,39,M,Greycliffs,12,2823.0,0.631946635867135,5,8
jxy3,3,17,F,Greycliffs,12,2882.0,0.677594270236863,4,5
4jbg,6,125,M,Duelburg,14,2975.0,0.6427708109306759,5,6
p3az,1,41,M,Jamshire,15,3728.0,0.6750439417280417,5,6
47ka,5,11,M,Soggy Hollow,10,2077.0,0.5813448706255023,4,4
adez,1,38,F,Jamshire,10,1629.0,0.43855269143070624,1,1
2h7a,2,21,F,Threadbare,14,3396.0,0.5719121450092913,2,3
boc9,0,10,NB,Toadstool Marshes,10,2040.0,0.5340090443390552,5,5
ejqi,1,11,M,Shield Barrow,10,1817.0,0.49526224423557286,3,4
bdlj,5,10,M,Dripwater Delta,10,2668.0,0.7160653487216935,5,5
izqx,4,24,F,Sugarbrook,14,3057.0,0.49716576443450805,7,10
p3en,4,18,M,Puddington,18,3344.0,0.4906402047049459,8,14
lnce,2,17,F,Threadbare,11,2385.0,0.538533153783222,3,3
1czt,0,11,M,Slurpington,10,2433.0,0.5865240338557236,4,4
4sb6,4,29,F,Sugarbrook,18,3655.0,0.534519335405818,4,5
5kar,4,11,F,Puddington,11,1776.0,0.3761024373262829,3,3
gx82,1,36,M,Greycliffs,11,2382.0,0.6005635476485164,2,2
i3cq,2,20,F,Gnome's Rest,14,3695.0,0.6669061468755147,2,3
vbas,4,17,M,Puddington,16,3424.0,0.4976013854617109,4,4
34hp,2,12,F,Gnome's Rest,15,2219.0,0.3746082060199706,4,5
lwkw,1,28,NB,Greycliffs,10,1821.0,0.5309832514844165,2,2
4zgi,0,11,M,Soggy Hollow,10,2264.0,0.578313339592575,4,4
e21v,2,17,M,Threadbare,17,3752.0,0.5587562330622342,4,7
tes5,2,16,F,Gnome's Rest,16,3003.0,0.5186993813417143,4,9
jvmb,4,17,M,Jamshire,16,3569.0,0.6152501647370543,5,7
ec7b,4,41,M,Sugarbrook,19,3947.0,0.5768832931289688,8,11
cgtw,5,11,M,Dripwater Delta,12,2986.0,0.6784844446536779,5,5
kib2,0,12,M,Soggy Hollow,11,2999.0,0.7768006286903191,2,2
g584,0,13,M,Soggy Hollow,11,2470.0,0.6249866572686326,3,4
