adventurer_id,age,total_watch_time,avg_watch_time,num_views,viewing_time_std,avg_completion_rate,median_completion_rate,completion_std,unique_content,completion_consistency,viewing_consistency,num_subscriptions,num_publishers,publisher_concentration,churn_rate,avg_content_length,genre_concentration,finisher_ratio,is_active,cluster
gx9m,65,69.0,34.5,2.0,27.577164466275352,0.12679208789455843,0.12679208789455843,0.0985911381118409,2.0,0.9102567509498661,0.7768215342612775,3,2,0.3333333333333333,1.0,4.48,0.0,0.0,1,2
gxjc,4902,745.0,106.42857142857143,7.0,92.76467923884454,0.40175790874779127,0.3968253968253968,0.3199433915597405,7.0,0.757608247743358,0.8635010035530741,4,4,0.2,1.0,4.061428571428571,0.2857142857142858,0.14285714285714285,1,0
gy3g,25,478.0,159.33333333333334,3.0,196.7163778980625,0.3670916297883593,0.17025089605734767,0.44736116672933784,3.0,0.6909125538166411,1.2269212758714916,2,2,0.3333333333333333,1.0,6.833333333333333,0.0,0.3333333333333333,1,0
gy9o,1441,217.0,108.5,2.0,27.577164466275352,0.2789660365394523,0.2789660365394523,0.07178676500477861,2.0,0.9330214112091051,0.2518462508335649,5,4,0.2,0.8,6.484999999999999,0.0,0.0,1,2
gyfg,17,764.0,254.66666666666666,3.0,103.07925753192701,0.7292529150576167,0.8006279434850864,0.2837141254876299,3.0,0.7789896365128345,0.4031783215068853,3,3,0.25,1.0,5.78,0.0,0.6666666666666666,1,0
gyi3,2090,19.0,19.0,1.0,0.0,0.06101477199743095,0.06101477199743095,0.0,1.0,1.0,0.0,1,1,0.5,0.0,5.19,0.0,0.0,1,2
gyjw,122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,4,0.2,0.5,0.0,0.0,0.0,0,1
gzcy,50,311.0,103.66666666666667,3.0,79.96457549023401,0.3927740399595397,0.22144522144522147,0.3057859097644674,3.0,0.7658223239523055,0.7639927594608344,1,1,0.5,0.0,4.416666666666667,0.16666666666666674,0.0,1,2
gzl4,82,911.0,227.75,4.0,80.801712028067,0.7439498963696418,0.7641615753353599,0.19986226722913056,4.0,0.8334289920703339,0.3532315279915497,8,7,0.125,0.875,5.025,0.25,0.25,1,0
gzop,52,465.0,116.25,4.0,116.40554110522402,0.2536276428556856,0.16200305047538952,0.2516895168230836,4.0,0.7989201687476799,0.9927977919422091,1,1,0.5,0.0,7.23,0.16666666666666674,0.0,1,2
gzst,25,222.0,74.0,3.0,82.0182906430023,0.21889821068469983,0.14208909370199693,0.1569226105965744,3.0,0.8643620505301938,1.093577208573364,5,5,0.16666666666666666,0.8,4.603333333333333,0.16666666666666674,0.0,1,0
h1bn,46,283.0,283.0,1.0,0.0,0.795390668915121,0.795390668915121,0.0,1.0,1.0,0.0,3,2,0.3333333333333333,0.6666666666666666,5.93,0.0,0.0,1,2
h1rg,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,0.25,1.0,0.0,0.0,0.0,0,1
h1z6,16,3294.0,219.6,15.0,143.66767207691504,0.5839544605364646,0.6406166932482722,0.3208458515059689,15.0,0.7570906164862804,0.6512587129506575,2,2,0.3333333333333333,0.5,6.394666666666667,0.24761904761904763,0.3333333333333333,1,0
h29e,38,1215.0,243.0,5.0,92.84395510748128,0.695716317330921,0.7893020221787345,0.24200430808712695,5.0,0.8051501862663826,0.380508012735579,7,7,0.125,0.8571428571428571,5.878,0.1499999999999999,0.4,1,0
h2na,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0.3333333333333333,1.0,0.0,0.0,0.0,0,1
h2r8,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.5,0.0,0.0,0.0,0.0,0,1
h2ru,50,1416.0,202.28571428571428,7.0,145.95628830317006,0.6416447934996252,0.9002624671916011,0.40857709904117123,7.0,0.7099362900906931,0.7179859579214268,6,6,0.14285714285714285,0.8333333333333334,5.42,0.17142857142857149,0.5714285714285714,1,0
h34d,50,463.0,154.33333333333334,3.0,72.2933837452179,0.5781938313193922,0.5516705516705517,0.253836307640624,3.0,0.7975522752900063,0.46540804986191775,3,2,0.3333333333333333,1.0,4.416666666666667,0.16666666666666674,0.3333333333333333,1,0
h35x,36,250.0,83.33333333333333,3.0,98.89556781440376,0.24928761473689529,0.09819967266775777,0.27105603804330286,3.0,0.786747373891891,1.172674717166843,4,3,0.25,0.75,5.0633333333333335,0.0,0.0,1,2
h3ex,1240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,5,0.16666666666666666,0.8571428571428571,0.0,0.0,0.0,0,1
h3je,41,948.0,189.6,5.0,86.58117578319204,0.6005959027933573,0.5455537370430987,0.2657947039605459,5.0,0.79001752564701,0.45425590652251857,12,8,0.1111111111111111,0.75,5.246,0.1499999999999999,0.4,1,0
h4rl,139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.5,0.0,0.0,0.0,0.0,0,1
h4xv,50,681.0,170.25,4.0,175.65947170591173,0.48481673223072946,0.4382586861341301,0.39880163081635944,4.0,0.7148976509388159,1.0257487398885357,1,1,0.5,0.0,5.3,0.16666666666666674,0.25,1,2
h5mn,37,433.0,216.5,2.0,7.7781745930520225,0.7423230702947272,0.7423230702947272,0.08034571344996785,2.0,0.9256296272112817,0.03576172226690585,7,4,0.2,0.8571428571428571,4.88,0.0,0.0,1,2
h5qs,108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,0.25,1.0,0.0,0.0,0.0,0,1
h5rl,996,337.0,112.33333333333333,3.0,78.79932317814243,0.42728188214143215,0.3538812785388128,0.30688242556036976,3.0,0.7651797747385091,0.695288145689492,1,1,0.5,0.0,4.433333333333334,0.16666666666666674,0.0,1,2
h6hq,36,214.0,71.33333333333333,3.0,38.279672586548244,0.24256024057148837,0.31561461794019935,0.1326123977520426,3.0,0.882914580473209,0.5292120634085011,3,3,0.25,0.6666666666666666,5.523333333333333,0.0,0.0,1,2
h72b,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,0.2,0.5,0.0,0.0,0.0,0,1
h7i5,146,9.0,9.0,1.0,0.0,0.06172839506172839,0.06172839506172839,0.0,1.0,1.0,0.0,4,2,0.3333333333333333,0.75,2.43,0.0,0.0,1,2
h7u7,62,96.0,48.0,2.0,14.142135623730951,0.2584469582464905,0.2584469582464905,0.19022158303601328,2.0,0.8401796894400145,0.2886150127292031,3,2,0.3333333333333333,0.6666666666666666,3.785,0.0,0.0,1,2
h83c,96,879.0,146.5,6.0,114.54387805552945,0.5327192504049654,0.5940829528158296,0.44227749733605304,6.0,0.6933478486955817,0.7765686647832505,2,2,0.3333333333333333,0.5,4.928333333333334,0.0,0.5,1,0
h8gg,341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0.3333333333333333,1.0,0.0,0.0,0.0,0,1
h8q8,12,267.0,133.5,2.0,74.24621202458749,0.5467612809315866,0.5467612809315866,0.18398156788514614,2.0,0.8446077431646355,0.5520164462794609,3,2,0.3333333333333333,0.6666666666666666,3.91,0.0,0.0,1,2
h949,14,22.0,22.0,1.0,0.0,0.0837138508371385,0.0837138508371385,0.0,1.0,1.0,0.0,4,2,0.3333333333333333,0.75,4.38,0.0,0.0,1,2
h9q3,23,1236.0,247.2,5.0,153.62031115708626,0.5623154291923166,0.6205420827389444,0.35786681109428925,5.0,0.7364492539545255,0.6189375953146102,5,3,0.25,1.0,7.428,0.1333333333333333,0.4,1,0
h9q5,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0.3333333333333333,1.0,0.0,0.0,0.0,0,1
h9vt,65,722.0,240.66666666666666,3.0,64.53164598345012,0.8995580989054227,0.9002057613168724,0.044825185680970644,3.0,0.9570979085350477,0.2670275006211729,3,2,0.3333333333333333,0.6666666666666666,4.486666666666667,0.0,1.0,1,0
h9zm,1136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,5,0.16666666666666666,0.4,0.0,0.0,0.0,0,1
ha1j,102,563.0,187.66666666666666,3.0,173.56939054261076,0.5718801643320535,0.6622998544395924,0.46798393290805507,3.0,0.6812063658074339,0.9199791018159581,2,2,0.3333333333333333,0.5,5.02,0.0,0.3333333333333333,1,2
ha3n,14,132.0,132.0,1.0,0.0,0.3021978021978022,0.3021978021978022,0.0,1.0,1.0,0.0,2,2,0.3333333333333333,1.0,7.28,0.0,0.0,1,2
ha4s,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,0.2,1.0,0.0,0.0,0.0,0,1
hafg,37,1348.0,149.77777777777777,9.0,129.47661736562492,0.3794838227243878,0.26200873362445415,0.28356356647621134,9.0,0.7790810101795869,0.858724801982774,2,2,0.3333333333333333,0.5,6.195555555555555,0.2407407407407407,0.1111111111111111,1,0
havk,85,960.0,192.0,5.0,106.00471687618433,0.6632472789344057,0.7676940639269407,0.37957182854846944,5.0,0.7248625836700073,0.5492472377004369,1,1,0.5,0.0,5.056,0.1333333333333333,0.4,1,2
havq,55,760.0,190.0,4.0,154.88920771527845,0.5599627256223307,0.6151141404305961,0.4176353318149545,4.0,0.7054000260558765,0.810938260289416,6,4,0.2,1.0,5.3875,0.16666666666666674,0.5,1,0
hbir,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,0.25,1.0,0.0,0.0,0.0,0,1
hc9r,39,2793.0,186.2,15.0,152.8772616933504,0.4425580452755106,0.43149284253578735,0.3239735190411291,15.0,0.7553021156527642,0.8166520389602051,5,4,0.2,0.4,6.641333333333334,0.24,0.26666666666666666,1,0
hccq,511,69.0,34.5,2.0,6.363961030678928,0.12946994546515606,0.12946994546515606,0.02870802589990261,2.0,0.9720931253794883,0.17926650790644866,2,2,0.3333333333333333,0.0,4.46,0.0,0.0,1,2
hcu4,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0,1
hcuj,27,544.0,136.0,4.0,66.38774987400411,0.3507562214520972,0.32613774981551175,0.24230945011114036,4.0,0.8049524214039724,0.4845821158686432,2,2,0.3333333333333333,0.5,7.4799999999999995,0.16666666666666674,0.0,1,2
hd8a,17,68.0,68.0,1.0,0.0,0.2641802641802642,0.2641802641802642,0.0,1.0,1.0,0.0,2,2,0.3333333333333333,1.0,4.29,0.0,0.0,1,2
hdcm,115,17.0,17.0,1.0,0.0,0.05459216441875401,0.05459216441875401,0.0,1.0,1.0,0.0,4,3,0.25,0.75,5.19,0.0,0.0,1,2
hds3,38,278.0,139.0,2.0,176.7766952966369,0.5069855702445282,0.5069855702445282,0.6416472473230403,2.0,0.6091442614304958,1.2626906806902636,2,2,0.3333333333333333,1.0,4.48,0.0,0.5,1,0
hedy,51,919.0,183.8,5.0,97.54844950074809,0.6607075204500774,0.7510288065843621,0.3227716441625865,5.0,0.7559883857603213,0.5278595752204983,2,2,0.3333333333333333,0.5,4.85,0.26666666666666683,0.4,1,0
hf6n,89,73.0,36.5,2.0,3.5355339059327378,0.10002007182458311,0.10002007182458311,0.005159319406177282,2.0,0.99486716254173,0.09428090415820634,6,4,0.2,0.8333333333333334,6.074999999999999,0.0,0.0,1,2
hf7z,101,371.0,185.5,2.0,61.518289963229634,0.5851391298279197,0.5851391298279197,0.09673175930047175,2.0,0.9117999834689112,0.3298567826446629,3,2,0.3333333333333333,0.6666666666666666,5.21,0.0,0.0,1,2
hfad,21,716.0,179.0,4.0,97.68316129200569,0.625297235145193,0.7127420564695258,0.379974953252678,4.0,0.7246508334393637,0.5426842294000316,1,1,0.5,0.0,4.8925,0.25,0.5,1,2
hfbr,29,2699.0,207.6153846153846,13.0,138.40733269444124,0.5416676601778245,0.3726015171798304,0.35073731201706626,13.0,0.740336400796312,0.6634569782550649,19,8,0.1111111111111111,0.9473684210526315,6.256153846153846,0.2948717948717947,0.46153846153846156,1,0
hfio,16,123.0,123.0,1.0,0.0,0.2815934065934066,0.2815934065934066,0.0,1.0,1.0,0.0,2,2,0.3333333333333333,1.0,7.28,0.0,0.0,1,2
hgg6,21,1844.0,131.71428571428572,14.0,113.35134526121634,0.3527179279819874,0.25140787423318933,0.28749207177403324,14.0,0.7767038119482178,0.8541005563277873,7,4,0.2,0.8571428571428571,6.041428571428571,0.1785714285714286,0.07142857142857142,1,0
hgy6,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.5,0.0,0.0,0.0,0.0,0,1
hibg,25,674.0,168.5,4.0,63.92964883369844,0.5190911451375733,0.3842680651828008,0.3235106212680674,4.0,0.755566282529634,0.37716606981533,1,1,0.5,0.0,5.9125,0.16666666666666674,0.25,1,2
hiq8,14,728.0,182.0,4.0,97.64220398987315,0.6764809507187763,0.8367314044917682,0.3888158869779734,4.0,0.7200378461798659,0.533563956228815,1,1,0.5,0.0,4.82,0.16666666666666674,0.5,1,2
hizg,71,516.0,172.0,3.0,118.0127111797708,0.6419317705588008,0.7872503840245776,0.4319979046195892,3.0,0.6983250441736158,0.6821543998830683,1,1,0.5,0.0,4.433333333333334,0.16666666666666674,0.3333333333333333,1,2
hjgh,11,1442.0,131.0909090909091,11.0,136.03929913481218,0.28665239294014055,0.14652014652014653,0.2848797203911986,11.0,0.7782829662028885,1.0298914593826112,2,2,0.3333333333333333,0.5,7.027272727272727,0.2857142857142858,0.09090909090909091,1,0
hjgl,23,808.0,202.0,4.0,52.76994093863159,0.5204475534725934,0.4847365969126942,0.11929680714974727,4.0,0.8934180760744482,0.25995044797355465,6,6,0.14285714285714285,0.8333333333333334,6.6925,0.16666666666666674,0.0,1,0
hjub,40,430.0,215.0,2.0,72.12489168102785,0.796012708287638,0.796012708287638,0.2431938239350356,2.0,0.8043798004358942,0.3339115355603141,2,2,0.3333333333333333,0.5,4.48,0.0,0.5,1,2
hk5i,78,1058.0,211.6,5.0,120.00124999348965,0.691587438835699,0.7544463568559955,0.33275845550266814,5.0,0.7503235082630455,0.5644461429609109,3,2,0.3333333333333333,0.6666666666666666,4.752,0.1333333333333333,0.4,1,0
hkdp,15,832.0,208.0,4.0,102.12737145349429,0.6769575908317302,0.6751805523927258,0.257896967936035,4.0,0.7949776694674812,0.48864771030380044,6,6,0.14285714285714285,0.8333333333333334,4.97,0.0,0.5,1,0
hkjv,17,757.0,108.14285714285714,7.0,83.60508072963941,0.27701522870113576,0.260989010989011,0.1471464959553124,7.0,0.8717282435380908,0.7660151375752302,1,1,0.5,0.0,5.8185714285714285,0.25,0.0,1,2
hkse,17,5211.0,173.7,30.0,127.60179168561586,0.4466430034514542,0.33667819988745806,0.3139695463786397,30.0,0.7610526459734518,0.7304052185782248,7,5,0.16666666666666666,0.8571428571428571,6.540666666666667,0.35238095238095246,0.2,1,0
hlg8,32,124.0,62.0,2.0,7.0710678118654755,0.21024881058607875,0.21024881058607875,0.07077636792734765,2.0,0.933901821101687,0.11223917161691231,9,6,0.14285714285714285,1.0,5.109999999999999,0.0,0.0,1,2
hlv2,29,928.0,154.66666666666666,6.0,125.7834117309062,0.4420903257214086,0.4578478883997903,0.3582328629854227,6.0,0.7362507764699348,0.8080304822113888,2,2,0.3333333333333333,0.5,5.871666666666667,0.16666666666666674,0.16666666666666666,1,0
hlz6,40,429.0,214.5,2.0,191.6259377015544,0.6153640502548495,0.6153640502548495,0.520903867257383,2.0,0.6575037525568799,0.8892154881742663,3,3,0.25,0.6666666666666666,5.63,0.0,0.5,1,0
hmlg,65,526.0,131.5,4.0,96.76948554856192,0.42632730860998946,0.35295854310398406,0.31711173033935197,4.0,0.759237031274751,0.7303357399891466,8,4,0.2,0.75,5.215,0.16666666666666674,0.25,1,0
hn7x,52,3218.0,189.2941176470588,17.0,131.30916033634247,0.5790108537742424,0.7098765432098765,0.3602963111623345,17.0,0.735133949709478,0.6900326818293113,14,8,0.1111111111111111,0.8571428571428571,5.402941176470588,0.18823529411764706,0.35294117647058826,1,0
hngn,22,561.0,187.0,3.0,145.25494828060076,0.5977284267158336,0.8221369161868202,0.46549518606028456,3.0,0.6823632104096615,0.7726327036202167,4,4,0.2,0.25,5.25,0.0,0.6666666666666666,1,0
hnkl,29,1230.0,246.0,5.0,74.32025295974174,0.7998775898316344,0.9061135371179039,0.29306016574844257,5.0,0.773359219074841,0.30089171238761836,2,2,0.3333333333333333,0.5,5.496,0.26666666666666683,0.8,1,0
hnxw,251,407.0,135.66666666666666,3.0,102.02614044122875,0.4401843273384282,0.4271034039820166,0.33298525374154364,3.0,0.7501958458978518,0.7465327349358202,7,4,0.2,0.8571428571428571,5.140000000000001,0.0,0.0,1,0
ho2x,39,894.0,178.8,5.0,89.6727383322267,0.5672468540226461,0.6174161313347609,0.2698828363621826,5.0,0.7874742231060367,0.49873603076878026,9,6,0.14285714285714285,0.7777777777777778,5.306,0.26666666666666683,0.2,1,0
ho4q,33,41.0,41.0,1.0,0.0,0.1311580294305822,0.1311580294305822,0.0,1.0,1.0,0.0,5,5,0.16666666666666666,0.8,5.21,0.0,0.0,1,2
ho5x,55,731.0,182.75,4.0,118.06883585434389,0.5646966639542508,0.6240609866386604,0.3704861073608796,4.0,0.7296681043529014,0.6425514876426879,7,4,0.2,0.8571428571428571,5.547499999999999,0.0,0.5,1,0
homs,56,76.0,76.0,1.0,0.0,0.21801491681009755,0.21801491681009755,0.0,1.0,1.0,0.0,1,1,0.5,0.0,5.81,0.0,0.0,1,2
hprb,161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.5,0.0,0.0,0.0,0.0,0,1
hqjr,42,167.0,83.5,2.0,99.7020561473032,0.20499108734402852,0.20499108734402852,0.21847624849495229,2.0,0.8206971627351689,1.1799059899089135,2,2,0.3333333333333333,1.0,5.715,0.0,0.0,1,2
hqpd,80,275.0,137.5,2.0,160.51323932934628,0.5243386243386243,0.5243386243386243,0.5731680363903654,2.0,0.635660003806396,1.1589403561685652,11,8,0.1111111111111111,1.0,3.9299999999999997,0.0,0.5,1,0
hqpe,43,122.0,40.666666666666664,3.0,23.71356854910988,0.16089868608147692,0.14079147640791476,0.04567559846731144,3.0,0.9563195330040598,0.5691256451786372,9,7,0.125,1.0,4.0,0.0,0.0,1,2
hsmn,10,1493.0,213.28571428571428,7.0,124.6083387869291,0.6072575847679473,0.7752341311134237,0.3188915929819648,7.0,0.7582124302870392,0.5815055810056692,2,2,0.3333333333333333,0.5,6.104285714285714,0.19047619047619047,0.2857142857142857,1,0
htmb,11,2668.0,140.42105263157896,19.0,131.95298648865378,0.34850444930006463,0.23538961038961037,0.30083065309700724,19.0,0.7687395723795468,0.933050518527883,4,4,0.2,0.75,6.4526315789473685,0.256578947368421,0.10526315789473684,1,0
htsg,10,1866.0,266.57142857142856,7.0,67.19339536704766,0.9456724345919475,0.9779299847792998,0.08200315007238768,7.0,0.9242117270482054,0.2511232074582668,1,1,0.5,0.0,4.677142857142857,0.09523809523809534,0.8571428571428571,1,2
hu6y,55,315.0,315.0,1.0,0.0,0.9162303664921466,0.9162303664921466,0.0,1.0,1.0,0.0,7,6,0.14285714285714285,1.0,5.73,0.0,1.0,1,0
hua4,16,948.0,105.33333333333333,9.0,92.32957272726871,0.31276183310472816,0.20249221183800623,0.29350473230211316,9.0,0.7730934221015577,0.8683031917924957,2,2,0.3333333333333333,0.5,5.648888888888889,0.3055555555555556,0.1111111111111111,1,0
huhe,248,35.0,35.0,1.0,0.0,0.10180337405468295,0.10180337405468295,0.0,1.0,1.0,0.0,5,5,0.16666666666666666,0.8,5.73,0.0,0.0,1,2
huzj,103,33.0,33.0,1.0,0.0,0.1065891472868217,0.1065891472868217,0.0,1.0,1.0,0.0,2,2,0.3333333333333333,1.0,5.16,0.0,0.0,1,2
hv7y,38,393.0,131.0,3.0,95.26279441628824,0.293269645366456,0.1735159817351598,0.2104522347143863,3.0,0.8261375139977797,0.7216878364870322,2,2,0.3333333333333333,0.5,7.413333333333334,0.0,0.0,1,2
hvmm,42,477.0,238.5,2.0,130.8147545195113,0.6774887962299893,0.6774887962299893,0.37780136476428444,2.0,0.7257940263189396,0.5461993925658092,2,2,0.3333333333333333,0.0,5.885,0.0,0.5,1,2
hw7r,97,221.0,73.66666666666667,3.0,45.74203027122138,0.23697290094847703,0.2529510961214166,0.16823833778744016,3.0,0.8559897134465972,0.6126164768467149,1,1,0.5,0.0,5.496666666666667,0.16666666666666674,0.0,1,2
hwd8,472,264.0,88.0,3.0,59.02541825349483,0.24711064697688423,0.17844396859386152,0.14114379810023317,3.0,0.876313749121532,0.6632069466684812,6,6,0.14285714285714285,0.8333333333333334,5.773333333333333,0.0,0.0,1,2
hwe2,196,746.0,149.2,5.0,111.92274121017587,0.47509840935478354,0.42181069958847733,0.2910624687266115,5.0,0.7745558593971913,0.7451580639825292,1,1,0.5,0.0,5.244,0.1333333333333333,0.0,1,2
hwg2,70,722.0,180.5,4.0,164.13916859380842,0.5435180607955529,0.5568166562930962,0.4478796028976892,4.0,0.6906651616603114,0.904348036329523,3,2,0.3333333333333333,0.6666666666666666,5.3325000000000005,0.25,0.5,1,0
hwgp,112,894.0,149.0,6.0,73.85661784836887,0.5592921735756999,0.5192515160926492,0.2994217879217723,6.0,0.769573058798212,0.4923774523224591,14,9,0.1,1.0,4.505,0.25,0.3333333333333333,1,0
hwm5,47,536.0,134.0,4.0,126.50955168154958,0.43346627306911517,0.38048425401308233,0.4169865521221978,4.0,0.7057229996306713,0.9371077902337006,3,2,0.3333333333333333,0.6666666666666666,5.145,0.16666666666666674,0.25,1,0
hwqp,74,945.0,236.25,4.0,74.56261350927376,0.7247716475719659,0.7278664228926008,0.1912740851320716,4.0,0.8394373826147106,0.3142786660032614,7,5,0.16666666666666666,0.8571428571428571,5.37,0.0,0.25,1,0
hwua,167,224.0,112.0,2.0,39.59797974644666,0.4550140482075332,0.4550140482075332,0.004809945360755202,2.0,0.9952130794654621,0.35042459952607663,6,5,0.16666666666666666,0.8333333333333334,4.095,0.0,0.0,1,2
hx5e,24,1472.0,245.33333333333334,6.0,97.4303169791963,0.6654151288586622,0.6874153635624991,0.3186348631928861,6.0,0.7583600494064313,0.39552226107928135,1,1,0.5,0.0,6.668333333333333,0.16666666666666674,0.5,1,2
hxai,44,314.0,78.5,4.0,38.61346915261564,0.2808706385110835,0.25865119432536754,0.14652597950950713,4.0,0.8722000354739523,0.48570401449830997,7,5,0.16666666666666666,0.8571428571428571,4.6925,0.0,0.0,1,2
hxjy,254,398.0,99.5,4.0,72.01157314395144,0.3733583979077267,0.3415876361081841,0.2615149431006225,4.0,0.7926977048263445,0.7165330661089695,3,2,0.3333333333333333,0.6666666666666666,4.3975,0.0,0.0,1,2
hxsl,45,289.0,144.5,2.0,12.020815280171307,0.49985494070521796,0.49985494070521796,0.04031298866555506,2.0,0.9612491729846938,0.08261728714894369,6,4,0.2,0.8333333333333334,4.85,0.0,0.0,1,2
hyek,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0.3333333333333333,1.0,0.0,0.0,0.0,0,1
hytm,41,1834.0,183.4,10.0,166.38856798336704,0.46924281218453395,0.48801548423853053,0.3572305539408808,10.0,0.7367944945657027,0.9023241213848537,1,1,0.5,0.0,6.04,0.22857142857142865,0.2,1,2
hyuu,122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,0.25,0.6666666666666666,0.0,0.0,0.0,0,1
hzmw,2062,304.0,152.0,2.0,128.69343417595164,0.4983769838791387,0.4983769838791387,0.26105106125405353,2.0,0.7929893013257917,0.8411335567055662,1,1,0.5,0.0,4.585,0.0,0.0,1,2
hznh,43,135.0,67.5,2.0,14.849242404917497,0.3043290743436304,0.3043290743436304,0.13704506325762245,2.0,0.8794726192601464,0.2167772613856569,1,1,0.5,0.0,3.91,0.0,0.0,1,2
hzrd,805,57.0,28.5,2.0,19.091883092036785,0.10495802675918725,0.10495802675918725,0.06771311273251569,2.0,0.9365811734209926,0.6471824776961622,1,1,0.5,0.0,4.48,0.0,0.0,1,2
i12i,38,924.0,154.0,6.0,113.58344949859553,0.49752972339424156,0.5195835695691668,0.3577119842878686,6.0,0.7365332350104491,0.7327964483780357,1,1,0.5,0.0,5.236666666666667,0.16666666666666674,0.3333333333333333,1,2
i16x,3896,408.0,102.0,4.0,89.95554457619608,0.37869450283835315,0.28104240146124965,0.3678847775831379,4.0,0.7310557266138021,0.8733548017106415,2,2,0.3333333333333333,0.5,5.01,0.0,0.25,1,2
i1gl,79,1282.0,142.44444444444446,9.0,113.45936619679213,0.4384967122119668,0.2985507246376812,0.3348576703634879,9.0,0.7491435395712979,0.7909638232154369,13,8,0.1111111111111111,0.9230769230769231,5.303333333333334,0.3111111111111111,0.2222222222222222,1,0
i1zk,95,16.0,16.0,1.0,0.0,0.10973936899862825,0.10973936899862825,0.0,1.0,1.0,0.0,5,5,0.16666666666666666,1.0,2.43,0.0,0.0,1,2
i2f6,97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0.3333333333333333,1.0,0.0,0.0,0.0,0,1
i2fi,36,548.0,91.33333333333333,6.0,90.02592219281438,0.2790774113611807,0.1515436358464837,0.33953775842342376,6.0,0.7465261756988137,0.9750099876478092,1,1,0.5,0.0,6.021666666666667,0.1333333333333333,0.16666666666666666,1,2
i2jf,13,795.0,198.75,4.0,151.19826939044862,0.5814990500559382,0.6980700580098171,0.3296453751264711,4.0,0.7520802303432851,0.7569375188508066,1,1,0.5,0.0,5.305,0.16666666666666674,0.25,1,2
i3j9,38,459.0,114.75,4.0,107.63634764025271,0.32795028598980436,0.32992030733850436,0.2629301624817313,4.0,0.7918094204314051,0.9299036513196778,4,4,0.2,0.5,5.3925,0.16666666666666674,0.0,1,0
i41g,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.5,0.0,0.0,0.0,0.0,0,1
i455,13,899.0,149.83333333333334,6.0,138.87752397946426,0.46932644315602356,0.4347606339964418,0.35611761173712475,6.0,0.737399169028596,0.9207349656097077,1,1,0.5,0.0,5.038333333333333,0.25,0.3333333333333333,1,2
i4a7,25,311.0,155.5,2.0,84.14570696119915,0.5313733746065658,0.5313733746065658,0.3430383031253168,2.0,0.7445804022662276,0.5376722489533492,4,4,0.2,0.75,5.085,0.0,0.0,1,2
i4d2,34,238.0,238.0,1.0,0.0,0.6102564102564103,0.6102564102564103,0.0,1.0,1.0,0.0,2,2,0.3333333333333333,0.5,6.5,0.0,0.0,1,2
i4fy,24,4007.0,200.35,20.0,121.47482953487246,0.5108550268409752,0.48307712336699166,0.31031318474899294,20.0,0.763176324285833,0.603301860118562,11,8,0.1111111111111111,0.9090909090909091,6.4784999999999995,0.2875000000000001,0.25,1,0
i4t8,20,1708.0,155.27272727272728,11.0,93.8041479989994,0.4631986000842717,0.4428126390743213,0.32056687530290795,11.0,0.7572505555772198,0.6002592367591584,9,7,0.125,0.7777777777777778,6.0190909090909095,0.1969696969696968,0.18181818181818182,1,0
i4xd,90,327.0,327.0,1.0,0.0,0.9190556492411468,0.9190556492411468,0.0,1.0,1.0,0.0,1,1,0.5,0.0,5.93,0.0,1.0,1,2
i54o,56,267.0,267.0,1.0,0.0,0.9716157205240175,0.9716157205240175,0.0,1.0,1.0,0.0,2,2,0.3333333333333333,0.5,4.58,0.0,1.0,1,0
i5db,130,444.0,222.0,2.0,24.041630560342615,0.8277169614431084,0.8277169614431084,0.11556935221881381,2.0,0.8964032563381631,0.10781000251274715,1,1,0.5,0.0,4.48,0.0,0.5,1,2
