adventurer_id,age,total_watch_time,avg_watch_time,num_views,avg_completion_rate,median_completion_rate,unique_content,num_subscriptions,num_publishers,num_churns,genre_diversity,lang_diversity,cluster
2bf1,24,388.0,388.0,1.0,0.949583945178659,0.949583945178659,1.0,1,1,0.0,1.0,1.0,3
2bof,29,225.0,112.5,2.0,0.32801717971430044,0.32801717971430044,2.0,5,4,4.0,2.0,1.0,2
2d7p,94,330.0,165.0,2.0,0.5930021287952136,0.5930021287952136,2.0,2,2,2.0,2.0,1.0,3
2dlr,29,643.0,160.75,4.0,0.48920560766813675,0.44579374313231207,4.0,2,2,2.0,4.0,1.0,3
2dmu,35,1527.0,138.8181818181818,11.0,0.4292121110135278,0.3140916808149406,11.0,8,4,7.0,6.0,1.0,1
2dpw,48,1452.0,242.0,6.0,0.7248975624198281,0.8928782159746627,6.0,5,4,4.0,3.0,1.0,1
2dwp,125,2563.0,197.15384615384616,13.0,0.6304753380093159,0.7426303854875284,13.0,7,4,6.0,6.0,1.0,4
2fe4,60,628.0,157.0,4.0,0.6283106859183064,0.6670927930460862,4.0,9,4,5.0,2.0,1.0,2
2g1k,14,2288.0,190.66666666666666,12.0,0.47368943310999995,0.33958817129216123,12.0,2,2,1.0,7.0,1.0,1
2g4p,1763,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0
2gtz,58,828.0,276.0,3.0,0.7198505294820271,0.8666666666666667,3.0,4,4,3.0,3.0,1.0,3
2h7a,21,3396.0,242.57142857142858,14.0,0.5719121450092913,0.5744888515589153,14.0,3,2,2.0,7.0,1.0,4
2hk7,50,21.0,21.0,1.0,0.10670731707317074,0.10670731707317074,1.0,3,3,2.0,1.0,1.0,6
2i1g,72,370.0,123.33333333333333,3.0,0.3502953928798442,0.11863425925925927,3.0,4,4,3.0,3.0,1.0,2
2ijt,96,0.0,0.0,0.0,0.0,0.0,0.0,6,4,5.0,0.0,0.0,0
2jbj,3333,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0
2jhh,21,2822.0,256.54545454545456,11.0,0.6002233846730015,0.8135860979462874,11.0,4,3,3.0,6.0,1.0,1
2kzc,51,359.0,179.5,2.0,0.5595991653662044,0.5595991653662044,2.0,3,3,2.0,2.0,1.0,3
2l1t,76,168.0,56.0,3.0,0.1897430377223814,0.18229166666666669,3.0,5,4,4.0,3.0,1.0,6
2l23,1633,192.0,192.0,1.0,0.6165703275529865,0.6165703275529865,1.0,4,2,2.0,1.0,1.0,3
2m9n,35,636.0,127.2,5.0,0.3274676816964138,0.2158774373259053,5.0,3,3,2.0,3.0,1.0,6
2mci,56,0.0,0.0,0.0,0.0,0.0,0.0,6,4,5.0,0.0,0.0,0
2njx,14,106.0,53.0,2.0,0.2043380593383593,0.2043380593383593,2.0,7,4,6.0,2.0,1.0,2
2noh,52,0.0,0.0,0.0,0.0,0.0,0.0,4,3,4.0,0.0,0.0,0
2oej,302,14.0,14.0,1.0,0.05039596832253419,0.05039596832253419,1.0,6,3,3.0,1.0,1.0,6
2ojl,33,1378.0,153.11111111111111,9.0,0.46945138949711684,0.4013822434875067,9.0,9,4,8.0,4.0,1.0,5
2oul,273,512.0,170.66666666666666,3.0,0.463361946140995,0.27867965367965364,3.0,3,3,3.0,1.0,1.0,3
2ove,75,239.0,239.0,1.0,0.6292785676671933,0.6292785676671933,1.0,4,3,4.0,1.0,1.0,3
2owv,86,241.0,120.5,2.0,0.3994922341696535,0.3994922341696535,2.0,5,3,3.0,2.0,1.0,6
2p23,65,241.0,120.5,2.0,0.39372116552793696,0.39372116552793696,2.0,4,2,4.0,2.0,1.0,6
2prq,165,363.0,121.0,3.0,0.33454928717485793,0.09259259259259259,3.0,7,4,5.0,3.0,1.0,2
2pw5,53,45.0,22.5,2.0,0.09284991336867206,0.09284991336867206,2.0,8,6,7.0,2.0,1.0,2
2qi8,65,143.0,71.5,2.0,0.21240096208262593,0.21240096208262593,2.0,8,4,5.0,2.0,1.0,2
2qin,1321,0.0,0.0,0.0,0.0,0.0,0.0,4,3,3.0,0.0,0.0,0
2qsl,58,344.0,172.0,2.0,0.5534000228750406,0.5534000228750406,2.0,7,4,4.0,2.0,1.0,2
2rcq,14,2660.0,204.6153846153846,13.0,0.5118317573964213,0.5255023183925812,13.0,6,4,4.0,8.0,1.0,4
2rol,77,880.0,176.0,5.0,0.5644808276889219,0.6069364161849711,5.0,5,4,3.0,4.0,1.0,1
2slm,84,1460.0,182.5,8.0,0.5591127175267075,0.6019457025804982,8.0,6,4,4.0,5.0,1.0,1
2t9c,24,312.0,104.0,3.0,0.3259579743204371,0.22354272778721,3.0,2,2,1.0,2.0,1.0,6
2tet,50,18.0,18.0,1.0,0.06479481641468682,0.06479481641468682,1.0,2,2,2.0,1.0,1.0,6
2tk7,22,1674.0,152.1818181818182,11.0,0.492012199708928,0.35737491877842753,11.0,1,1,0.0,5.0,1.0,1
2tup,156,2364.0,214.9090909090909,11.0,0.6303965199634676,0.8107389686337055,11.0,6,4,5.0,7.0,1.0,4
2ugm,25,174.0,43.5,4.0,0.14819429694905584,0.15979101916601918,4.0,3,3,2.0,4.0,1.0,6
2ull,216,922.0,153.66666666666666,6.0,0.45041270943130823,0.3187153195614387,6.0,6,4,4.0,5.0,1.0,1
2uxe,30,2074.0,259.25,8.0,0.6797483305120736,0.7120354892632119,8.0,6,4,6.0,4.0,1.0,1
2vyi,42,1488.0,212.57142857142858,7.0,0.5892682166851666,0.5293276108726752,7.0,4,4,3.0,6.0,1.0,1
2w83,30,1248.0,249.6,5.0,0.6950847667428727,0.8027644869750133,5.0,7,4,6.0,5.0,1.0,1
2xai,43,51.0,51.0,1.0,0.16377649325626203,0.16377649325626203,1.0,1,1,0.0,1.0,1.0,6
2y7f,16,801.0,133.5,6.0,0.28356473875069904,0.07785911673189806,6.0,1,1,0.0,5.0,1.0,6
2yh7,55,463.0,115.75,4.0,0.32350846583226606,0.18406187989369094,4.0,6,4,5.0,3.0,1.0,2
2yo1,53,462.0,154.0,3.0,0.5779993617050386,0.6554878048780488,3.0,4,3,4.0,2.0,1.0,3
2z9i,253,312.0,312.0,1.0,0.8768971332209108,0.8768971332209108,1.0,4,4,4.0,1.0,1.0,3
2zz7,21,2239.0,223.9,10.0,0.556366467171722,0.5773679856753267,10.0,4,4,4.0,5.0,1.0,1
31z6,64,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2.0,0.0,0.0,0
32pr,2484,71.0,71.0,1.0,0.20090548953027731,0.20090548953027731,1.0,6,4,6.0,1.0,1.0,2
32rv,38,890.0,127.14285714285714,7.0,0.38539494803043084,0.2298850574712644,7.0,7,4,7.0,4.0,1.0,2
3375,160,247.0,123.5,2.0,0.4181976370778629,0.4181976370778629,2.0,8,4,7.0,1.0,1.0,2
34hp,12,2219.0,147.93333333333334,15.0,0.3746082060199706,0.21441202475685237,15.0,5,4,4.0,6.0,1.0,4
353n,44,391.0,195.5,2.0,0.7593905760238425,0.7593905760238425,2.0,5,3,4.0,2.0,1.0,3
3567,856,0.0,0.0,0.0,0.0,0.0,0.0,3,2,2.0,0.0,0.0,0
35co,32,5005.0,238.33333333333334,21.0,0.6425046478866167,0.8639021796916534,21.0,8,4,5.0,6.0,1.0,4
35eo,335,632.0,158.0,4.0,0.4650953950797434,0.36445095013313966,4.0,3,3,3.0,2.0,1.0,3
36zb,148,120.0,60.0,2.0,0.2291463810451152,0.2291463810451152,2.0,5,4,5.0,2.0,1.0,2
37gy,76,46.0,23.0,2.0,0.06679284617072635,0.06679284617072635,2.0,2,2,1.0,2.0,1.0,6
37sn,48,94.0,47.0,2.0,0.18256176743401636,0.18256176743401636,2.0,7,7,7.0,2.0,1.0,2
38jh,18,2145.0,214.5,10.0,0.5540767743936843,0.6653982926004638,10.0,7,4,5.0,6.0,1.0,1
399d,37,0.0,0.0,0.0,0.0,0.0,0.0,6,5,6.0,0.0,0.0,0
39s8,33,333.0,333.0,1.0,0.8538461538461538,0.8538461538461538,1.0,3,3,2.0,1.0,1.0,3
3a3u,47,208.0,208.0,1.0,0.8888888888888888,0.8888888888888888,1.0,4,3,2.0,1.0,1.0,3
3bcc,51,191.0,63.666666666666664,3.0,0.2029255725561463,0.07168458781362007,3.0,5,4,5.0,3.0,1.0,2
3c5e,128,43.0,21.5,2.0,0.08165638861841393,0.08165638861841393,2.0,7,4,6.0,2.0,1.0,2
3c6z,321,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1.0,0.0,0.0,0
3cdz,115,1043.0,149.0,7.0,0.4803671138585113,0.37093495934959353,7.0,7,4,7.0,4.0,1.0,2
3coo,123,504.0,126.0,4.0,0.4165231936634137,0.2724119131902436,4.0,3,2,2.0,2.0,1.0,6
3dze,105,48.0,48.0,1.0,0.15594541910331383,0.15594541910331383,1.0,3,3,3.0,1.0,1.0,6
3ei2,12,2855.0,219.6153846153846,13.0,0.5072219178671886,0.485053581500282,13.0,6,4,5.0,8.0,1.0,4
3fn2,44,447.0,149.0,3.0,0.45250183909476327,0.38573508005822416,3.0,2,2,1.0,2.0,1.0,3
3fno,25,0.0,0.0,0.0,0.0,0.0,0.0,3,3,2.0,0.0,0.0,0
3g1m,2027,1364.0,227.33333333333334,6.0,0.6973244825372445,0.949621785833843,6.0,4,4,3.0,3.0,1.0,1
3g37,848,351.0,351.0,1.0,0.9865092748735246,0.9865092748735246,1.0,4,4,2.0,1.0,1.0,3
3g43,28,2943.0,210.21428571428572,14.0,0.6352871096133315,0.7171915461919707,14.0,6,4,3.0,6.0,1.0,4
3gan,1707,0.0,0.0,0.0,0.0,0.0,0.0,4,2,3.0,0.0,0.0,0
3gc1,570,1032.0,172.0,6.0,0.5327096639174363,0.5305891984337455,6.0,4,4,4.0,3.0,1.0,1
3gim,133,323.0,161.5,2.0,0.5601636669303797,0.5601636669303797,2.0,3,3,2.0,2.0,1.0,3
3gnt,18,621.0,155.25,4.0,0.38430124245091984,0.2887114509921528,4.0,6,4,4.0,4.0,1.0,2
3hh6,47,0.0,0.0,0.0,0.0,0.0,0.0,5,4,4.0,0.0,0.0,0
3i2u,33,237.0,79.0,3.0,0.2434374957085376,0.15086206896551727,3.0,5,4,3.0,3.0,1.0,6
3ifh,46,0.0,0.0,0.0,0.0,0.0,0.0,3,3,2.0,0.0,0.0,0
3ir8,66,361.0,180.5,2.0,0.6483477011494253,0.6483477011494253,2.0,6,4,5.0,2.0,1.0,2
3ji3,881,486.0,97.2,5.0,0.2818420396682246,0.15969802555168408,5.0,4,4,2.0,5.0,1.0,2
3jm3,34,99.0,49.5,2.0,0.13608857197497473,0.13608857197497473,2.0,1,1,0.0,2.0,1.0,6
3jwm,129,305.0,76.25,4.0,0.25031976634591646,0.21634046580806543,4.0,5,3,3.0,3.0,1.0,6
3k7d,35,946.0,189.2,5.0,0.5855251636419283,0.6292517006802721,5.0,9,4,8.0,4.0,1.0,2
3kac,21,3559.0,237.26666666666668,15.0,0.5658300335671463,0.760233918128655,15.0,7,4,6.0,6.0,1.0,4
3lne,41,672.0,96.0,7.0,0.29141204583164937,0.20586576424139874,7.0,7,4,5.0,4.0,1.0,2
3m2i,52,303.0,303.0,1.0,0.9730250481695567,0.9730250481695567,1.0,6,3,4.0,1.0,1.0,3
3mak,214,938.0,156.33333333333334,6.0,0.529789875290836,0.38468814878207264,6.0,7,4,7.0,3.0,1.0,2
3mbn,85,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0
3md3,108,851.0,141.83333333333334,6.0,0.4237732580366813,0.36383280910930677,6.0,6,4,5.0,4.0,1.0,2
3mh6,137,405.0,101.25,4.0,0.35942893292957406,0.23446261421263095,4.0,5,3,4.0,3.0,1.0,2
3n24,46,962.0,160.33333333333334,6.0,0.4436798782572886,0.43747423211708925,6.0,4,4,4.0,4.0,1.0,1
3nuq,105,572.0,143.0,4.0,0.45567523268909943,0.33178479698004315,4.0,6,4,6.0,4.0,1.0,2
3oxk,95,0.0,0.0,0.0,0.0,0.0,0.0,3,3,2.0,0.0,0.0,0
3p1f,77,0.0,0.0,0.0,0.0,0.0,0.0,6,4,3.0,0.0,0.0,0
3p6z,169,1532.0,191.5,8.0,0.6898504425465457,0.8551722835529367,8.0,5,4,4.0,3.0,1.0,1
3p8j,17,1582.0,197.75,8.0,0.49793126159354184,0.3863330455688917,8.0,3,3,3.0,4.0,1.0,1
3pu6,97,664.0,110.66666666666667,6.0,0.3834695203828809,0.1890091171314416,6.0,8,4,5.0,4.0,1.0,2
3pxm,18,749.0,249.66666666666666,3.0,0.6720438729259173,0.8895311496467565,3.0,3,2,2.0,3.0,1.0,3
3qme,645,290.0,145.0,2.0,0.46419612154010936,0.46419612154010936,2.0,1,1,0.0,2.0,1.0,6
3qmq,31,644.0,92.0,7.0,0.2410234425874124,0.21701388888888892,7.0,3,3,2.0,4.0,1.0,6
3rb9,46,1112.0,222.4,5.0,0.6435234351397401,0.9117490696438065,5.0,3,3,1.0,3.0,1.0,3
3rkh,24,4612.0,256.22222222222223,18.0,0.7134272838761592,0.8729040740361302,18.0,8,4,5.0,6.0,1.0,4
3ro8,60,255.0,85.0,3.0,0.2775819974741361,0.33734134936539745,3.0,2,2,1.0,2.0,1.0,6
3sgb,88,881.0,125.85714285714286,7.0,0.382290909645247,0.3875968992248062,7.0,5,3,4.0,5.0,1.0,1
3skq,101,697.0,116.16666666666667,6.0,0.34147619934903245,0.22983147959756525,6.0,8,4,6.0,3.0,1.0,2
3sv8,126,3244.0,216.26666666666668,15.0,0.6688851721444468,0.6443484521238301,15.0,5,4,3.0,6.0,1.0,4
3uai,1704,376.0,188.0,2.0,0.5682268951884551,0.5682268951884551,2.0,2,2,2.0,2.0,1.0,3
3uj2,138,0.0,0.0,0.0,0.0,0.0,0.0,4,3,3.0,0.0,0.0,0
3uk9,14,2123.0,163.30769230769232,13.0,0.3584113378758078,0.2706386292834891,13.0,7,5,6.0,5.0,1.0,4
3uvj,111,32.0,32.0,1.0,0.12638230647709323,0.12638230647709323,1.0,7,4,5.0,1.0,1.0,2
3vck,25,2452.0,204.33333333333334,12.0,0.5043705319999109,0.5152049321580439,12.0,5,4,4.0,6.0,1.0,4
3vog,37,312.0,78.0,4.0,0.26062490080930956,0.17298853975580408,4.0,4,3,3.0,4.0,1.0,6
3vvg,79,385.0,192.5,2.0,0.7065466261080038,0.7065466261080038,2.0,9,4,6.0,2.0,1.0,2
3w36,136,419.0,209.5,2.0,0.7279501531799231,0.7279501531799231,2.0,3,3,3.0,2.0,1.0,3
3w84,26,681.0,227.0,3.0,0.5277726812928827,0.3218694885361552,3.0,3,3,2.0,3.0,1.0,3
3w9w,95,0.0,0.0,0.0,0.0,0.0,0.0,3,3,0.0,0.0,0.0,0
3wcj,35,585.0,195.0,3.0,0.6394444095426409,0.877016129032258,3.0,6,4,5.0,2.0,1.0,2
3wfd,245,934.0,186.8,5.0,0.7497323074848363,0.7602339181286549,5.0,4,3,3.0,1.0,1.0,3
3whb,386,21.0,21.0,1.0,0.05922165820642978,0.05922165820642978,1.0,3,3,2.0,1.0,1.0,6
3x7t,27,317.0,158.5,2.0,0.41491540277579053,0.41491540277579053,2.0,2,2,1.0,1.0,1.0,6
3xgy,677,272.0,272.0,1.0,0.9791216702663786,0.9791216702663786,1.0,1,1,0.0,1.0,1.0,3
3y7b,699,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0
3y8f,43,641.0,91.57142857142857,7.0,0.2719379964786047,0.10918432883750802,7.0,9,4,6.0,4.0,1.0,2
3ytv,31,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0
3yvk,244,23.0,23.0,1.0,0.07385998715478484,0.07385998715478484,1.0,4,4,4.0,1.0,1.0,6
3zg2,13,3125.0,195.3125,16.0,0.4710761219287445,0.43788942162925903,16.0,2,2,1.0,7.0,1.0,4
42ld,189,175.0,175.0,1.0,0.8892276422764228,0.8892276422764228,1.0,2,2,1.0,1.0,1.0,3
42qe,16,104.0,52.0,2.0,0.14841091857089908,0.14841091857089908,2.0,3,3,3.0,2.0,1.0,6
42rj,67,233.0,233.0,1.0,0.7829301075268816,0.7829301075268816,1.0,7,4,5.0,1.0,1.0,2
42rn,41,2896.0,241.33333333333334,12.0,0.6686512361425588,0.7434824697379282,12.0,6,4,4.0,7.0,1.0,4
42t3,17,3510.0,250.71428571428572,14.0,0.5873935873521787,0.6119434846499066,14.0,5,4,3.0,6.0,1.0,4
43t3,104,195.0,97.5,2.0,0.287307525210751,0.287307525210751,2.0,6,4,4.0,2.0,1.0,2
43v4,42,31.0,31.0,1.0,0.11159107271418287,0.11159107271418287,1.0,6,4,4.0,1.0,1.0,6
43wh,26,3921.0,206.3684210526316,19.0,0.5409267908079401,0.575,19.0,6,4,5.0,7.0,1.0,4
44gm,64,133.0,133.0,1.0,0.46765119549929673,0.46765119549929673,1.0,3,2,2.0,1.0,1.0,6
44sy,51,93.0,93.0,1.0,0.5677655677655677,0.5677655677655677,1.0,5,4,4.0,1.0,1.0,2
455m,66,97.0,48.5,2.0,0.14639149498662024,0.14639149498662024,2.0,6,4,4.0,1.0,1.0,6
45rd,117,214.0,71.33333333333333,3.0,0.2479645157370276,0.2567140600315956,3.0,3,3,3.0,3.0,1.0,6
45vc,146,1279.0,213.16666666666666,6.0,0.6494991320768552,0.6784232305443327,6.0,8,4,7.0,3.0,1.0,2
46az,664,36.0,18.0,2.0,0.06163717428921475,0.06163717428921475,2.0,3,3,2.0,1.0,1.0,6
46f8,219,2203.0,200.27272727272728,11.0,0.642103491992696,0.7665394402035622,11.0,7,6,6.0,6.0,1.0,4
46hb,282,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2.0,0.0,0.0,0
4886,11,4186.0,209.3,20.0,0.494111686032576,0.3931678457259351,20.0,9,4,8.0,8.0,1.0,4
49fg,95,805.0,201.25,4.0,0.7377259606385288,0.8200615441469101,4.0,4,3,3.0,3.0,1.0,3
49hs,103,245.0,245.0,1.0,0.861462728551336,0.861462728551336,1.0,6,4,5.0,1.0,1.0,3
4a2a,24,0.0,0.0,0.0,0.0,0.0,0.0,5,4,4.0,0.0,0.0,0
4a51,111,228.0,114.0,2.0,0.436740600496059,0.436740600496059,2.0,3,2,2.0,1.0,1.0,6
4anl,277,1114.0,222.8,5.0,0.667140714580144,0.7304004512126339,5.0,8,4,5.0,5.0,1.0,1
4aqp,17,195.0,97.5,2.0,0.27010166107910466,0.27010166107910466,2.0,4,3,4.0,2.0,1.0,6
4avf,77,0.0,0.0,0.0,0.0,0.0,0.0,4,3,3.0,0.0,0.0,0
4bib,23,1170.0,234.0,5.0,0.5294683957175397,0.362129144851658,5.0,2,2,2.0,4.0,1.0,3
4bmq,30,248.0,248.0,1.0,0.6529752501316483,0.6529752501316483,1.0,5,4,4.0,1.0,1.0,3
4c8f,123,218.0,218.0,1.0,0.7000642260757867,0.7000642260757867,1.0,5,3,3.0,1.0,1.0,3
4cen,56,128.0,128.0,1.0,0.36281179138321995,0.36281179138321995,1.0,2,2,1.0,1.0,1.0,6
4cib,19,326.0,163.0,2.0,0.5435455383595417,0.5435455383595417,2.0,2,2,1.0,2.0,1.0,3
4erp,360,1430.0,158.88888888888889,9.0,0.5632279329976276,0.6523157208088715,9.0,6,4,3.0,4.0,1.0,1
4f6d,95,615.0,205.0,3.0,0.5873990713325212,0.7896221094190636,3.0,4,3,3.0,3.0,1.0,3
4f79,33,802.0,160.4,5.0,0.5065956760458475,0.6672494172494172,5.0,4,3,4.0,2.0,1.0,3
4fnk,128,0.0,0.0,0.0,0.0,0.0,0.0,8,4,6.0,0.0,0.0,0
4fyq,717,498.0,249.0,2.0,0.7147736247785345,0.7147736247785345,2.0,2,2,1.0,1.0,1.0,3
4g3r,120,229.0,114.5,2.0,0.4071547693906006,0.4071547693906006,2.0,5,3,4.0,2.0,1.0,6
4g7t,567,0.0,0.0,0.0,0.0,0.0,0.0,3,3,2.0,0.0,0.0,0
4g92,53,695.0,173.75,4.0,0.5801731456218387,0.5824760466784602,4.0,5,4,4.0,2.0,1.0,2
4g95,61,143.0,71.5,2.0,0.21220981747297535,0.21220981747297535,2.0,4,4,3.0,2.0,1.0,6
4gbt,988,585.0,292.5,2.0,0.7827768874643874,0.7827768874643874,2.0,6,4,6.0,2.0,1.0,3
4gji,18,0.0,0.0,0.0,0.0,0.0,0.0,3,3,2.0,0.0,0.0,0
4glu,99,1604.0,200.5,8.0,0.6089684621829454,0.6762899492234169,8.0,9,4,8.0,7.0,1.0,1
4gzj,240,609.0,152.25,4.0,0.5378869735886598,0.5146523734885804,4.0,4,4,3.0,2.0,1.0,2
4h66,17,809.0,134.83333333333334,6.0,0.3468860431230263,0.2848008516168277,6.0,3,2,2.0,4.0,1.0,6
4ha5,103,650.0,108.33333333333333,6.0,0.33993410927434536,0.24958591245618167,6.0,7,4,6.0,6.0,1.0,2
4hgx,29,294.0,98.0,3.0,0.2583501048790779,0.1851851851851852,3.0,3,2,2.0,2.0,1.0,6
4hze,42,209.0,209.0,1.0,0.6790123456790124,0.6790123456790124,1.0,4,2,3.0,1.0,1.0,3
4i2b,164,0.0,0.0,0.0,0.0,0.0,0.0,5,3,4.0,0.0,0.0,0
4ia2,20,995.0,199.0,5.0,0.4206433211309518,0.3843137254901961,5.0,2,2,1.0,3.0,1.0,3
4j79,134,1239.0,247.8,5.0,0.9144453860600923,0.9666024405908797,5.0,4,3,1.0,2.0,1.0,3
4j9u,30,1533.0,191.625,8.0,0.5300542833142684,0.5465431868564443,8.0,7,4,5.0,5.0,1.0,1
4jfn,12,1189.0,148.625,8.0,0.33204435949778255,0.1194337993017861,8.0,3,3,2.0,4.0,1.0,1
4jv6,16,2058.0,205.8,10.0,0.5731153400469646,0.6769165124915446,10.0,2,2,1.0,4.0,1.0,1
4jvs,47,42.0,42.0,1.0,0.136986301369863,0.136986301369863,1.0,8,4,5.0,1.0,1.0,2
4k3f,401,664.0,166.0,4.0,0.5410494179389121,0.5584704763061477,4.0,2,2,0.0,4.0,1.0,3
4k9m,101,890.0,296.6666666666667,3.0,0.8747951253830104,0.9087989723827873,3.0,5,4,4.0,3.0,1.0,3
4k9y,76,0.0,0.0,0.0,0.0,0.0,0.0,3,3,3.0,0.0,0.0,0
4kq8,252,0.0,0.0,0.0,0.0,0.0,0.0,4,4,3.0,0.0,0.0,0
4l13,48,395.0,56.42857142857143,7.0,0.17597720461558514,0.1808785529715762,7.0,5,4,3.0,5.0,2.0,2
4nbm,22,60.0,60.0,1.0,0.14245014245014245,0.14245014245014245,1.0,3,3,2.0,1.0,1.0,6
4nl2,59,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1.0,0.0,0.0,0
4nm6,768,168.0,168.0,1.0,0.6451612903225807,0.6451612903225807,1.0,3,2,2.0,1.0,1.0,3
4oag,76,642.0,160.5,4.0,0.4964867040002666,0.5067471206711713,4.0,2,2,1.0,3.0,1.0,3
4p5b,58,2318.0,231.8,10.0,0.7195515504585481,0.8784664268140401,10.0,7,4,5.0,6.0,1.0,1
4po9,61,299.0,99.66666666666667,3.0,0.2718342178912508,0.27636773829667227,3.0,5,4,5.0,3.0,1.0,2
4qpl,65,0.0,0.0,0.0,0.0,0.0,0.0,6,4,4.0,0.0,0.0,0
4qzj,3244,341.0,113.66666666666667,3.0,0.46192038801585444,0.30398322851153037,3.0,2,2,1.0,3.0,1.0,6
4r4d,67,378.0,94.5,4.0,0.3145713649278114,0.31130331879587275,4.0,2,2,2.0,4.0,1.0,6
4rwn,53,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0
4sb8,48,12.0,12.0,1.0,0.06097560975609757,0.06097560975609757,1.0,1,1,0.0,1.0,1.0,6
4sgg,30,2230.0,223.0,10.0,0.6312390500774198,0.6684103003933971,10.0,6,4,5.0,6.0,1.0,1
4sxj,11,1440.0,160.0,9.0,0.39060950511495257,0.36522633744855965,9.0,2,2,0.0,5.0,1.0,1
4tpt,20,1378.0,196.85714285714286,7.0,0.5206938016604259,0.5681818181818181,7.0,5,4,4.0,5.0,1.0,1
4u64,19,1631.0,163.1,10.0,0.4247703885732654,0.2401692169837331,10.0,7,4,5.0,5.0,1.0,1
4uue,125,287.0,287.0,1.0,0.9585838343353372,0.9585838343353372,1.0,2,2,2.0,1.0,1.0,3
4vce,30,343.0,343.0,1.0,0.992476851851852,0.992476851851852,1.0,6,4,5.0,1.0,1.0,3
4wff,13,1510.0,167.77777777777777,9.0,0.3646181384323301,0.20292207792207792,9.0,5,4,4.0,7.0,1.0,1
4wi9,85,164.0,82.0,2.0,0.26366494270357976,0.26366494270357976,2.0,6,4,6.0,1.0,1.0,2
4wog,22,2309.0,288.625,8.0,0.8668881851306737,0.9787605861002822,8.0,6,4,4.0,5.0,1.0,1
4wuq,250,23.0,23.0,1.0,0.06055818852027383,0.06055818852027383,1.0,2,2,2.0,1.0,1.0,6
4xhw,92,768.0,256.0,3.0,0.7147107138081866,0.7671480144404332,3.0,6,4,6.0,3.0,1.0,2
4xxx,25,1164.0,194.0,6.0,0.5817631885843867,0.6675517563601427,6.0,3,2,2.0,5.0,1.0,1
4y5x,236,35.0,35.0,1.0,0.09870276367738295,0.09870276367738295,1.0,4,4,3.0,1.0,1.0,6
523w,65,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0
53qe,70,116.0,58.0,2.0,0.188139589363913,0.188139589363913,2.0,3,3,2.0,2.0,1.0,6
54bb,79,226.0,75.33333333333333,3.0,0.2636443904007744,0.2079272254710851,3.0,4,3,3.0,2.0,1.0,6
54fr,20,1436.0,159.55555555555554,9.0,0.39404472870173995,0.2911208151382824,9.0,3,2,3.0,6.0,1.0,1
54w9,27,2733.0,227.75,12.0,0.6025092969370381,0.8243746981923222,12.0,4,4,4.0,7.0,1.0,4
55nq,38,1484.0,164.88888888888889,9.0,0.493853183897209,0.4380165289256198,9.0,4,2,3.0,5.0,1.0,1
56df,143,0.0,0.0,0.0,0.0,0.0,0.0,4,3,3.0,0.0,0.0,0
575y,259,639.0,127.8,5.0,0.4224088941632864,0.23909985935302389,5.0,10,4,7.0,4.0,1.0,2
578z,17,2564.0,256.4,10.0,0.6591191487962046,0.866270492292019,10.0,3,2,2.0,5.0,1.0,1
57ud,69,81.0,81.0,1.0,0.41158536585365857,0.41158536585365857,1.0,6,4,4.0,1.0,1.0,2
57wg,585,0.0,0.0,0.0,0.0,0.0,0.0,8,4,6.0,0.0,0.0,0
593a,63,1150.0,164.28571428571428,7.0,0.5089337949934319,0.426829268292683,7.0,8,4,7.0,4.0,1.0,2
593l,20,1968.0,218.66666666666666,9.0,0.47195906661118503,0.46902268760907506,9.0,7,4,7.0,4.0,1.0,1
596r,99,282.0,70.5,4.0,0.23060629864858997,0.060027936707328644,4.0,1,1,0.0,3.0,1.0,6
59bo,145,0.0,0.0,0.0,0.0,0.0,0.0,4,4,4.0,0.0,0.0,0
5a37,3135,0.0,0.0,0.0,0.0,0.0,0.0,5,4,4.0,0.0,0.0,0
5abq,47,71.0,71.0,1.0,0.23066926575698504,0.23066926575698504,1.0,4,3,2.0,1.0,1.0,6
5ae9,69,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0
5agz,16,600.0,150.0,4.0,0.38190600215494036,0.2752259197396034,4.0,2,2,1.0,3.0,1.0,6
5ahj,194,0.0,0.0,0.0,0.0,0.0,0.0,7,4,5.0,0.0,0.0,0
5ajq,119,15.0,15.0,1.0,0.05274261603375527,0.05274261603375527,1.0,4,3,2.0,1.0,1.0,6
5aqw,80,94.0,31.333333333333332,3.0,0.10396894954370568,0.10775862068965518,3.0,6,4,5.0,3.0,1.0,2
