adventurer_id,cluster,age,avg_completion,completion_std,median_completion,num_views,completion_consistency,finisher_ratio,genre_concentration,avg_content_length,num_subs,num_churns,churn_rate,num_publishers,publisher_concentration,viewing_time_std,viewing_time_mean,viewing_consistency
6wkb,3,10,0.30537907666835107,0.14750089518056048,0.2268760907504363,5,0.8714590151519218,0.0,0.1333333333333333,5.478,4,2.0,0.5,4,0.2,68.74445432178511,103.6,0.6572127564224198
6wlq,1,1473,0.6610402086583703,0.27325947355403163,0.6736242884250475,11,0.7853858704924565,0.36363636363636365,0.21818181818181825,4.684545454545455,6,4.0,0.6666666666666666,4,0.2,89.09249534765948,187.45454545454547,0.47275323146370196
6wn6,1,18,0.5332584297303207,0.40750301925112214,0.7916070577014782,7,0.710478049654246,0.42857142857142855,0.17142857142857149,6.301428571428572,5,3.0,0.6,3,0.25,156.1584970165767,194.14285714285714,0.8002265586501002
6wqe,6,17,0.554571449792038,0.5156512129441561,0.554571449792038,2,0.6597824034050008,0.5,0.0,4.37,2,2.0,1.0,2,0.3333333333333333,84.8528137423857,122.0,0.6898602743283391
6wqr,1,2849,0.5246657369148752,0.42228193368775857,0.5954573357888275,5,0.7030954808004581,0.4,0.26666666666666683,4.336,2,1.0,0.5,2,0.3333333333333333,136.4415625826676,159.6,0.8495738641511058
6wsr,1,30,0.5800132577835242,0.361456963569767,0.7229840112098775,14,0.7345072424309177,0.42857142857142855,0.3265306122448981,6.408571428571428,10,9.0,0.9,7,0.125,135.88353529708874,216.21428571428572,0.6255736580595995
6wtj,4,14,0.5431947872796661,0.3640479799702336,0.46114765157264526,8,0.7331120420132304,0.375,0.25,5.11,6,4.0,0.6666666666666666,5,0.16666666666666666,137.50785691838018,180.125,0.7591876158364675
6wtu,1,43,0.6851510361784334,0.43619820318190167,0.6851510361784334,2,0.6962827260084972,0.5,0.0,6.5600000000000005,4,3.0,0.75,2,0.3333333333333333,213.54624791833734,283.0,0.7519234081631596
6wuf,1,39,0.698558861746103,0.3023385629466011,0.6802721088435374,9,0.7678494889512093,0.4444444444444444,0.22222222222222232,5.071111111111112,8,5.0,0.625,4,0.2,93.64427371708321,208.0,0.44805872591905843
6wx1,1,27,0.5160544971328263,0.31186401442520534,0.4425410421127766,7,0.7622741297909228,0.2857142857142857,0.1071428571428572,6.1,6,5.0,0.8333333333333334,5,0.16666666666666666,126.05138785809692,190.42857142857142,0.6584773992587153
6wxr,1,2662,0.3236881876657047,0.3219294041061889,0.13941698352344742,3,0.7564700481688289,0.0,0.0,4.223333333333334,4,3.0,0.75,4,0.2,84.35836255720788,82.66666666666667,1.0082672815602536
6x1d,1,36,0.5656727727760434,0.3756484290304372,0.6616686759091821,14,0.7269299182094107,0.35714285714285715,0.26190476190476186,5.218571428571429,7,7.0,1.0,4,0.2,122.39067783936007,179.35714285714286,0.6786017781192241
6x3x,1,27,0.456234304190833,0.29406227966292187,0.3331712704712321,8,0.7727603344256975,0.125,0.25,5.75125,1,0.0,0.0,1,0.5,147.94104762177594,178.375,0.8247584536405627
6x61,1,188,0.4065481277941962,0.3082036333042347,0.3433321371912065,6,0.7644069887454906,0.0,0.16666666666666674,5.076666666666667,8,7.0,0.875,6,0.14285714285714285,101.53176842742374,125.5,0.8026226753156027
6x6q,1,4056,0.5003705055258127,0.3416486239082352,0.516085800600726,8,0.7453516384096086,0.25,0.25,4.315,3,2.0,0.6666666666666666,3,0.25,89.91652875226636,125.875,0.7087017044513605
6x6y,9,12,0.6580572653541632,0.41817986883755454,0.7880067867675798,4,0.7051291743547835,0.5,0.0,4.42,6,2.0,0.3333333333333333,6,0.14285714285714285,146.03053333692466,163.25,0.8890747843952795
6x81,1,18,0.24801687307718562,0.17436159806989918,0.21403976358013688,4,0.8515264818293888,0.0,0.0,6.085,2,1.0,0.5,2,0.3333333333333333,83.70334521391604,98.25,0.8433586419538139
6x89,0,12,0.527243542985025,0.2987016757367266,0.5799981076733844,8,0.7699997764557597,0.25,0.16666666666666652,5.82125,4,4.0,1.0,4,0.2,132.74028078491148,201.375,0.6559124436561408
6x8m,1,781,0.08935508935508936,0.0,0.08935508935508936,1,0.0,0.0,0.0,4.29,5,5.0,1.0,5,0.16666666666666666,0.0,23.0,0.0
6x9l,1,329,0.35986427979665364,0.2752117333174705,0.35986427979665364,2,0.7841834997851647,0.0,0.0,4.925000000000001,2,2.0,1.0,2,0.3333333333333333,86.97413408594535,108.5,0.7942843295520123
6xb3,1,13,0.4154523052123391,0.41916203201348606,0.2924545439912066,4,0.704641173764503,0.25,0.0,6.484999999999999,6,5.0,0.8333333333333334,4,0.2,162.18585018428703,160.75,1.0026945915566432
6xdx,1,702,0.5622751287446626,0.21373909048357098,0.5160060517917375,6,0.8239002993646565,0.16666666666666666,0.22222222222222232,4.286666666666666,4,3.0,0.75,4,0.2,63.199419828560664,147.16666666666666,0.4265427659970349
6xhf,1,49,0.5981307086443616,0.4682380827979607,0.8265213442325159,3,0.6810884499701447,0.6666666666666666,0.16666666666666674,5.5,1,0.0,0.0,1,0.5,154.51321410589236,179.66666666666666,0.8552391924680389
6xhm,1,17,0.30218068535825543,0.0,0.30218068535825543,1,0.0,0.0,0.0,5.35,3,2.0,0.6666666666666666,3,0.25,0.0,97.0,0.0
6xnh,1,81,0.121765601217656,0.0,0.121765601217656,1,0.0,0.0,0.0,4.38,1,0.0,0.0,1,0.5,0.0,32.0,0.0
6xob,1,30,0.5818426535859763,0.42636990260891156,0.6988396624472573,3,0.7010804127112772,0.3333333333333333,0.0,5.923333333333333,2,2.0,1.0,2,0.3333333333333333,107.40577265678041,169.0,0.6317986626869436
6xru,9,19,0.36961632656959165,0.3314478515598241,0.23232323232323232,7,0.7510620854046032,0.14285714285714285,0.25,5.124285714285714,3,2.0,0.6666666666666666,3,0.25,121.84670306421528,122.57142857142857,0.9860426837566554
6xrv,1,86,0.6977998119490533,0.2634311748495647,0.7655038759689922,3,0.7914954291982457,0.3333333333333333,0.16666666666666674,5.023333333333333,5,5.0,1.0,4,0.2,69.78777352325645,207.66666666666666,0.3344461989932418
6xwg,1,13,0.28626880155264434,0.0,0.28626880155264434,1,0.0,0.0,0.0,6.87,2,2.0,1.0,2,0.3333333333333333,0.0,118.0,0.0
6xx4,6,67,0.6200055560364285,0.2799580520330749,0.6894698504068507,4,0.7812756038462418,0.5,0.0,4.1274999999999995,9,7.0,0.7777777777777778,8,0.1111111111111111,83.02208541506691,142.0,0.5805740238815867
6xxa,1,739,0.9914833958312219,0.004352381863186804,0.9914833958312219,2,0.9956664792738256,1.0,0.0,5.02,2,0.0,0.0,2,0.3333333333333333,60.10407640085654,298.5,0.20068139032005522
6xxw,1,499,0.3229137543151149,0.30398266475186686,0.24875621890547261,7,0.7668813604897797,0.14285714285714285,0.2857142857142858,4.145714285714286,5,4.0,0.8,4,0.2,64.69268008934904,78.14285714285714,0.8174165354249879
6xze,1,41,0.28466515407815857,0.1427854809890738,0.2487080103359173,5,0.8750548695582885,0.0,0.26666666666666683,5.268,5,4.0,0.8,5,0.16666666666666666,48.15911128748121,89.6,0.5315575197293733
6y2b,8,19,0.6794182178870543,0.42363991402453444,0.9618573797678276,5,0.7024248127274454,0.6,0.1499999999999999,4.642,5,5.0,1.0,5,0.16666666666666666,143.80020862293628,199.0,0.7190010431146814
6y5d,1,5799,0.5672479501422434,0.3543322688418138,0.5328138718173836,10,0.7383712424242622,0.4,0.24,4.617,3,3.0,1.0,3,0.25,117.02440391265027,166.6,0.6982363001948108
6y6s,4,16,0.5571103109241338,0.4021270344815292,0.45343137254901955,9,0.7132021388987585,0.4444444444444444,0.22222222222222232,5.061111111111111,6,3.0,0.5,5,0.16666666666666666,131.23843864423935,175.55555555555554,0.7433265876640367
6y8g,9,33,0.48625982921593763,0.35118356127233974,0.5636070853462157,7,0.7400918932571616,0.2857142857142857,0.17142857142857149,5.378571428571428,5,4.0,0.8,5,0.16666666666666666,125.12108421159766,169.42857142857142,0.7341555653656192
6y9i,1,4459,0.5005337825943195,0.37197667713011884,0.6476683937823835,11,0.7288753640417458,0.2727272727272727,0.36363636363636376,4.629090909090909,5,4.0,0.8,5,0.16666666666666666,121.05888875028775,145.36363636363637,0.8271104200330218
6y9k,4,11,0.6489413303366154,0.37806044522465604,0.7569245463228271,11,0.7256575743576884,0.45454545454545453,0.18181818181818188,5.641818181818182,3,1.0,0.3333333333333333,3,0.25,154.54284489775287,229.0909090909091,0.6716599343639991
6ye1,1,70,0.665253885149173,0.3796152087147924,0.665253885149173,2,0.7248397913296198,0.5,0.0,6.015000000000001,8,7.0,0.875,6,0.14285714285714285,120.91525958289962,235.5,0.5112695965450301
6yfj,1,33,0.5332784951221174,0.3632648581246137,0.40464063384267124,5,0.7335331751862644,0.4,0.26666666666666683,4.796,5,3.0,0.6,3,0.25,133.974624462993,168.8,0.7890142783450707
6yg8,1,94,0.2639465761251758,0.11470050827692523,0.2639465761251758,2,0.8971019503218616,0.0,0.0,4.93,7,6.0,0.8571428571428571,4,0.2,38.18376618407357,79.0,0.47729707730091964
6yhn,1,29,0.6595401274634378,0.23380464926948102,0.6392839333475808,10,0.8105010793986605,0.4,0.1333333333333333,6.261,2,1.0,0.5,2,0.3333333333333333,112.19036401481982,252.7,0.4422166496445401
6yms,6,17,0.36321107157675464,0.338013935675707,0.2763262814722818,4,0.7473763713043785,0.25,0.16666666666666674,4.985,2,1.0,0.5,2,0.3333333333333333,109.53652358916636,114.25,0.9504253673680378
6yrh,1,1454,0.7464004172208668,0.27567784632335757,0.8557548579970105,12,0.7838969712314977,0.5833333333333334,0.30000000000000004,4.8475,7,5.0,0.7142857142857143,5,0.16666666666666666,106.45471366081479,223.66666666666666,0.47383403706594124
6ysh,1,213,0.6555745950047279,0.5173571756291628,0.9229390681003584,3,0.6590406109130872,0.6666666666666666,0.0,4.92,8,6.0,0.75,4,0.2,165.31585929164007,205.66666666666666,0.7999154481853552
6yu2,6,64,0.20377461504068503,0.14558460767355091,0.13435700575815737,5,0.8729167564766747,0.0,0.1499999999999999,4.636,7,6.0,0.8571428571428571,6,0.14285714285714285,50.44997522298698,61.8,0.8033435545061621
6ywg,1,399,0.6400264987984222,0.3215374423879123,0.5633255633255634,7,0.7566944135862546,0.42857142857142855,0.22857142857142865,4.975714285714285,7,4.0,0.5714285714285714,5,0.16666666666666666,122.37471727677833,198.71428571428572,0.6127489420153421
6yx3,1,11,0.17463235294117646,0.0,0.17463235294117646,1,0.0,0.0,0.0,5.44,1,0.0,0.0,1,0.5,0.0,57.0,0.0
6z6u,1,13,0.5284407976315316,0.24972483592379702,0.5841503267973855,5,0.8001761437835232,0.0,0.1499999999999999,4.662000000000001,4,3.0,0.75,3,0.25,92.68387130455869,154.6,0.5956546999007628
6z6y,1,232,0.39932293199882246,0.4603028541253612,0.39932293199882246,2,0.6847894580052324,0.0,0.0,4.52,3,2.0,0.6666666666666666,2,0.3333333333333333,117.37972567696688,104.0,1.1179021493044465
6z83,1,82,0.35881397940343557,0.46162546844240254,0.13372472276581865,3,0.6841697969765546,0.3333333333333333,0.0,5.82,5,4.0,0.8,5,0.16666666666666666,169.2010638264429,128.0,1.3116361536933558
6z8p,1,26,0.355157330919351,0.21380290523242482,0.2993295019157088,5,0.8238569834437125,0.0,0.30000000000000004,5.36,7,7.0,1.0,7,0.125,68.2070377600435,112.8,0.5993588555364104
6zbs,6,20,0.2462834432838556,0.1456374982371001,0.2462834432838556,2,0.8728764565918922,0.0,0.0,5.395,4,3.0,0.75,4,0.2,48.08326112068523,80.0,0.5936205076627806
6zcj,1,3571,0.4005911449885501,0.25095497471527217,0.41223681467583906,4,0.7993892827578454,0.0,0.16666666666666674,4.2475,6,5.0,0.8333333333333334,5,0.16666666666666666,64.968582150657,102.75,0.6262032014521156
6zec,1,5246,0.5818055772225138,0.3524464490044546,0.5455904334828101,11,0.7394008100920425,0.36363636363636365,0.25,4.5190909090909095,4,3.0,0.75,4,0.2,112.23797769188307,166.1818181818182,0.6713527757535148
6zg7,1,721,0.4308494081720697,0.3708046008276203,0.29411764705882354,3,0.729498572879207,0.3333333333333333,0.0,4.5633333333333335,2,1.0,0.5,2,0.3333333333333333,78.93246058076065,106.66666666666667,0.7331188289234735
6zgu,1,194,0.5344010191317362,0.36082152869810485,0.5003450655624568,9,0.7348502201877258,0.4444444444444444,0.22222222222222232,4.326666666666666,6,5.0,0.8333333333333334,5,0.16666666666666666,98.68229042966344,138.22222222222223,0.7088113438682928
6zj7,8,12,0.7845150613091159,0.2857463055777377,0.899555831219746,4,0.7777584082193101,0.75,0.25,5.85,5,4.0,0.8,5,0.16666666666666666,100.93025644803777,275.75,0.36469830694864597
6zkp,1,562,0.23821581168284572,0.15473173447800476,0.2323577039186377,4,0.8660020073424664,0.0,0.25,4.5475,8,5.0,0.625,5,0.16666666666666666,49.728429159452304,67.25,0.7286216726659678
6zkv,1,1420,0.4362572766774164,0.3878448594709565,0.3104027521125967,4,0.7205416319956669,0.25,0.16666666666666674,4.6825,6,5.0,0.8333333333333334,5,0.16666666666666666,142.84840449464835,133.5,1.0620699218932963
6zkw,1,45,0.8477842003853564,0.0,0.8477842003853564,1,0.0,1.0,0.0,5.19,2,0.0,0.0,2,0.3333333333333333,0.0,264.0,0.0
6zm8,1,81,0.4411265113209826,0.30960919510570123,0.44662309368191727,3,0.7635865750921885,0.0,0.0,4.579999999999999,10,10.0,1.0,8,0.1111111111111111,93.01612763386788,125.0,0.7382232351894277
6zmd,1,113,0.13358778625954196,0.0,0.13358778625954196,1,0.0,0.0,0.0,5.24,12,10.0,0.8333333333333334,7,0.125,0.0,42.0,0.0
6zom,1,11,0.2734675009892204,0.3414468704483856,0.169593147751606,6,0.7454637392129774,0.16666666666666666,0.22222222222222232,6.488333333333333,7,6.0,0.8571428571428571,5,0.16666666666666666,115.54912375262741,97.0,1.179072691353341
6zrv,6,20,0.6385189019057316,0.35659294531837393,0.7366899141351889,4,0.7371407933758005,0.5,0.25,5.8225,6,5.0,0.8333333333333334,6,0.14285714285714285,134.54243444603887,226.5,0.5913953162463247
6zsa,8,19,0.6189164688244898,0.40282364708601465,0.75043630017452,5,0.7128479777748461,0.4,0.1333333333333333,5.33,6,6.0,1.0,6,0.14285714285714285,145.6100958038281,205.6,0.7047923320611235
6zss,1,66,0.5232451098679644,0.3962570834082355,0.4822938689217759,10,0.7162004847696243,0.3,0.3600000000000001,4.856,8,7.0,0.875,6,0.14285714285714285,125.48222539024756,157.3,0.7926861995593655
6ztt,1,25,0.6674951509031364,0.3587113154986488,0.7514127815174936,6,0.7359915153374569,0.3333333333333333,0.3333333333333335,5.565,5,4.0,0.8,4,0.2,118.98137109088407,220.83333333333334,0.5363547907928657
6zuw,1,55,0.3915713896828637,0.3907750752817186,0.2777777777777778,3,0.7190235270771139,0.3333333333333333,0.0,4.533333333333333,2,0.0,0.0,2,0.3333333333333333,119.62580546576618,110.33333333333333,1.0744832826266424
6zwk,3,27,0.6962387427861161,0.33024375436265246,0.8258845310552507,4,0.7517419245310578,0.5,0.16666666666666674,5.6625,4,3.0,0.75,4,0.2,121.7360532737392,237.5,0.5104237034538331
6zwr,1,3448,0.511341003217547,0.4248591520242548,0.5982905982905984,5,0.7018237547053896,0.4,0.1333333333333333,4.772,5,5.0,1.0,3,0.25,124.8559169603107,146.0,0.8493599793218415
6zwv,0,21,0.6088118850337374,0.29066152864648187,0.71658615136876,7,0.7747964728201833,0.2857142857142857,0.17142857142857149,5.308571428571428,3,2.0,0.6666666666666666,3,0.25,114.73219334814527,205.85714285714286,0.5546445811029123
711q,1,23,0.6731534667615086,0.07782049529988816,0.6641975308641975,3,0.927798278433891,0.0,0.16666666666666674,4.576666666666667,1,0.0,0.0,1,0.5,76.13365440679524,184.66666666666666,0.4100555892646064
712t,3,15,0.3496782986483848,0.27249378888238246,0.31916936664584367,6,0.7858584526988451,0.16666666666666666,0.16666666666666674,5.691666666666666,7,3.0,0.42857142857142855,7,0.125,102.37463878650155,122.16666666666667,0.8311878656549516
716d,1,26,0.4878832526680277,0.38778964342011546,0.45452576337058903,6,0.7205703002189628,0.3333333333333333,0.0,6.026666666666667,7,7.0,1.0,6,0.14285714285714285,146.69651211486476,177.33333333333334,0.8225972641955033
716n,1,1049,0.3190607457016942,0.06856006009309874,0.3190607457016942,2,0.9358388333481925,0.0,0.0,5.1850000000000005,5,3.0,0.6,5,0.16666666666666666,4.949747468305833,97.5,0.05025124333305414
7189,1,365,0.5942635901564325,0.40944830632003465,0.8304288852259418,8,0.7094974647285405,0.5,0.3125,4.43125,8,7.0,0.875,5,0.16666666666666666,123.82757308912605,169.125,0.7278622958949363
71aw,1,144,0.46905763456837124,0.3494571044010974,0.2690613199064916,8,0.7410387456841838,0.25,0.3125,5.0325,3,3.0,1.0,3,0.25,115.67002019291157,145.875,0.7875405630155681
71d4,1,100,0.5915236217039288,0.5483458247373795,0.5915236217039288,2,0.6458505483874144,0.5,0.0,4.46,1,0.0,0.0,1,0.5,140.71424945612296,155.5,0.8991325843841722
71iv,1,215,0.5471562275017998,0.0,0.5471562275017998,1,0.0,0.0,0.0,4.63,3,2.0,0.6666666666666666,3,0.25,0.0,152.0,0.0
71ji,1,12,0.5174729198596046,0.6036815147734746,0.5174729198596046,2,0.6235652096677397,0.5,0.0,6.16,2,1.0,0.5,2,0.3333333333333333,186.67619023324855,170.0,1.0916736270950207
71la,8,18,0.5847507721234604,0.43223764111919466,0.6508242684880682,8,0.6982081543524923,0.5,0.15000000000000013,4.7625,3,1.0,0.3333333333333333,3,0.25,138.24402596237465,158.625,0.8660549786209845
71q2,1,70,0.6511887993081341,0.3435308397942347,0.8107091300321403,14,0.7443074400533691,0.5714285714285714,0.357142857142857,5.594285714285713,5,4.0,0.8,4,0.2,128.65946619568356,222.21428571428572,0.5763944085566624
71qh,1,17,0.6014261095306098,0.3424708388092538,0.6029636011373887,10,0.74489513745191,0.4,0.30000000000000004,4.3149999999999995,5,3.0,0.6,4,0.2,99.43752924435634,159.4,0.6199347209747902
71s4,3,124,0.2887777060029895,0.20192140485469084,0.2740455582393988,4,0.8320011574474766,0.0,0.0,5.4,4,4.0,1.0,4,0.2,77.41823643905441,100.75,0.7608671885902153
71sp,1,11,0.3161038052132765,0.39977986178113994,0.1246567640010263,4,0.7143980473669318,0.25,0.16666666666666674,4.3675,9,7.0,0.7777777777777778,5,0.16666666666666666,96.59667005992839,79.25,1.2036968231766778
71t8,8,18,0.5787608007440361,0.4171236715789113,0.6545992714025501,10,0.7056547145852372,0.5,0.10000000000000009,5.731,5,3.0,0.6,5,0.16666666666666666,143.00073814883305,194.1,0.732961241152399
71v5,1,22,0.604140883448665,0.328837521018892,0.7738961669092673,11,0.752537450352279,0.36363636363636365,0.25,6.069999999999999,2,1.0,0.5,2,0.3333333333333333,143.30533200763387,224.72727272727272,0.634860512317347
71vv,1,13,0.2853391629194329,0.259490344490939,0.2302372885364743,10,0.7939719461717512,0.0,0.23333333333333317,6.016,4,3.0,0.75,3,0.25,99.05195045474314,111.8,0.8781201281448859
71ws,1,43,0.6658510926928782,0.32175306829106115,0.6502981708070695,4,0.7565709692604939,0.5,0.16666666666666674,6.9425,2,1.0,0.5,2,0.3333333333333333,148.96196382522174,282.5,0.5254390258385246
71yu,1,177,0.4319624032187437,0.3324867557636033,0.5425448868071819,3,0.7504765024301752,0.0,0.16666666666666674,4.34,6,6.0,1.0,5,0.16666666666666666,88.3421379259826,113.33333333333333,0.7726717602855622
7232,1,21,0.4836894491919021,0.34726791158798803,0.6190269387797782,10,0.7422428689935376,0.2,0.2999999999999998,6.422,4,3.0,0.75,3,0.25,133.87290822102713,178.2,0.7470586396262675
7247,1,88,0.0819672131147541,0.0,0.0819672131147541,1,0.0,0.0,0.0,4.27,2,2.0,1.0,2,0.3333333333333333,0.0,21.0,0.0
7269,1,91,0.0741608118657299,0.0,0.0741608118657299,1,0.0,0.0,0.0,4.27,4,3.0,0.75,3,0.25,0.0,19.0,0.0
728b,6,11,0.3578474139360945,0.20348892264576357,0.45343137254901955,3,0.8309174942812011,0.0,0.0,6.47,4,3.0,0.75,4,0.2,78.689262291624,136.0,0.5743741773111242
728e,1,11,0.6780259061789489,0.40841673238910187,0.8199238300332994,4,0.7100171256157236,0.5,0.16666666666666674,5.0075,1,0.0,0.0,1,0.5,103.07440678137971,183.5,0.5586688714437924
72ct,1,590,0.18518518518518517,0.0,0.18518518518518517,1,0.0,0.0,0.0,3.6,4,3.0,0.75,3,0.25,0.0,40.0,0.0
72ev,1,92,0.2881091723051709,0.3487183947532346,0.1304631441617743,5,0.7414446217165762,0.2,0.1499999999999999,4.782,6,6.0,1.0,3,0.25,95.86031504225302,82.2,1.1521672481040026
72fi,1,2413,0.3685509175043892,0.3695481504910308,0.1569506726457399,7,0.7301678291788902,0.2857142857142857,0.22857142857142865,4.2214285714285715,3,2.0,0.6666666666666666,3,0.25,117.25308402888903,104.57142857142857,1.110651675510451
72gy,2,20,0.7621617706391062,0.21656038133810637,0.8080808080808081,7,0.8219896154271361,0.5714285714285714,0.22857142857142865,5.088571428571428,4,3.0,0.75,4,0.2,97.61781648468734,235.28571428571428,0.413134652595412
72jw,1,39,0.26259794142340864,0.18897930786913877,0.1891506067094932,9,0.8410575300861852,0.0,0.25,5.54,8,6.0,0.75,5,0.16666666666666666,70.57875821457269,89.88888888888889,0.7765389045613132
72ki,6,20,0.6014734770756787,0.28634171235317835,0.5919003115264797,5,0.7773984085229133,0.2,0.1499999999999999,5.732,5,4.0,0.8,4,0.2,87.54256107745535,203.2,0.4287098975389586
72lw,6,16,0.2438757036066416,0.16372100482459673,0.2742616033755274,3,0.8593124948799272,0.0,0.0,5.153333333333333,4,2.0,0.5,4,0.2,52.84253337353663,77.33333333333333,0.6745855324281272
72mx,1,4938,0.4823636344314401,0.40931290125096126,0.48481711525189786,6,0.709565632381823,0.3333333333333333,0.25,4.281666666666667,3,2.0,0.6666666666666666,3,0.25,91.9255133246478,113.5,0.8028429111322951
72t3,1,17,0.5349857198359919,0.268453944248047,0.5326931870141747,9,0.7883612996235435,0.2222222222222222,0.2407407407407407,6.445555555555555,3,2.0,0.6666666666666666,3,0.25,105.63984938354359,206.44444444444446,0.5092440516614313
72te,1,70,0.44399317325081517,0.26765753778690926,0.44399317325081517,2,0.7888565879912735,0.0,0.0,4.4350000000000005,2,2.0,1.0,2,0.3333333333333333,65.76093065034893,116.5,0.5596674948965866
72tw,1,10,0.06131549609810479,0.0,0.06131549609810479,1,0.0,0.0,0.0,5.98,2,1.0,0.5,2,0.3333333333333333,0.0,22.0,0.0
72ui,1,1256,0.3633995906802423,0.5040261160357434,0.09291521486643436,3,0.6648820717526922,0.3333333333333333,0.0,5.739999999999999,2,0.0,0.0,2,0.3333333333333333,173.9233547667861,125.33333333333333,1.3767020166236368
72up,1,91,0.37366988249343863,0.48524854513601684,0.12110726643598616,3,0.6732879848796092,0.3333333333333333,0.0,5.6499999999999995,5,2.0,0.4,4,0.2,173.8112002528414,131.66666666666666,1.310134675272674
72vc,0,28,0.45456846571297965,0.25542386098950143,0.3805196427456124,8,0.7965437260462923,0.125,0.15000000000000013,5.30875,3,2.0,0.6666666666666666,3,0.25,46.32937204717666,126.125,0.3644395047958833
72yq,1,43,0.4175311440974681,0.17963883290535612,0.3679962013295347,3,0.847717091117694,0.0,0.16666666666666674,6.663333333333333,3,3.0,1.0,3,0.25,77.41016298480021,168.66666666666666,0.4562485048220052
72yv,9,20,0.5499343912201133,0.32633304371442595,0.4507512520868113,5,0.7539584456099181,0.4,0.26666666666666683,5.718,4,2.0,0.5,4,0.2,124.50381520258726,192.8,0.6424345469689745
734b,4,10,0.6328777468480921,0.2924307276024871,0.7232704402515723,15,0.7737358596038967,0.4,0.2416666666666667,6.195333333333334,3,2.0,0.6666666666666666,3,0.25,132.123427142956,232.2,0.566567011762247
734p,1,774,0.42790316635752856,0.3576390921112126,0.3802019059372001,6,0.7365727797694291,0.16666666666666666,0.16666666666666674,4.613333333333333,6,5.0,0.8333333333333334,5,0.16666666666666666,118.97562775627621,122.0,0.9672815264737903
736k,1,390,0.2980651211120195,0.19211893017563716,0.31295487627365354,3,0.838842480131297,0.0,0.0,4.933333333333334,3,2.0,0.6666666666666666,2,0.3333333333333333,71.80761333823408,93.66666666666667,0.7585311268123318
73ci,1,15,0.38364878259783064,0.29663490145019167,0.31616982836495033,11,0.7712271194316711,0.18181818181818182,0.28787878787878785,6.976363636363636,4,4.0,1.0,4,0.2,143.7748239435542,172.0,0.8310683464945329
73kn,1,32,0.853413654618474,0.0,0.853413654618474,1,0.0,1.0,0.0,6.64,5,4.0,0.8,4,0.2,0.0,340.0,0.0
73le,0,10,0.38786016520373073,0.310401465009945,0.27116068088290307,12,0.7631249099621624,0.16666666666666666,0.2222222222222221,5.979166666666667,4,3.0,0.75,4,0.2,138.25032193507369,151.66666666666666,0.9055697943345439
73m1,6,24,0.45704978755104286,0.3545020460185909,0.45704978755104286,2,0.738278692852026,0.0,0.0,5.385,3,3.0,1.0,3,0.25,116.67261889578035,148.5,0.7804188554901695
73nb,2,10,0.5781768026634478,0.30767765956947984,0.6529995504118807,12,0.7647144483061865,0.25,0.13888888888888884,5.594166666666666,9,4.0,0.4444444444444444,8,0.1111111111111111,110.48597881700425,189.66666666666666,0.5794719168724
73nd,1,1045,0.4195643985914117,0.08614196388660267,0.4647160068846816,3,0.920689958816842,0.0,0.0,5.41,2,1.0,0.5,2,0.3333333333333333,43.92417709341102,138.66666666666666,0.31449291474995955
73tb,1,13,0.7823849857802563,0.3300606000885914,0.9676610281418268,8,0.751845442180148,0.75,0.3125,4.55,7,6.0,0.8571428571428571,5,0.16666666666666666,103.38684290428009,213.375,0.48227098730859513
73u9,3,21,0.8383943652553626,0.2449764007819073,0.9759288330716902,3,0.8032280767506518,0.6666666666666666,0.16666666666666674,4.63,4,3.0,0.75,4,0.2,178.48342593454817,258.6666666666667,0.6873559406978748
73ul,1,50,0.44922216046623226,0.3887144376987395,0.24671916010498687,11,0.7200904468575381,0.2727272727272727,0.2954545454545454,4.73,5,4.0,0.8,5,0.16666666666666666,142.91217900896658,143.9090909090909,0.9862195540141985
73ut,9,10,0.5440006619102724,0.2861081510328589,0.49074370086198726,4,0.7775395865401454,0.25,0.16666666666666674,5.075,4,3.0,0.75,4,0.2,63.36665789935061,155.0,0.40619652499583725
73vd,1,14,0.2835063950041196,0.31746898565885207,0.2835063950041196,2,0.7590311505510778,0.0,0.0,5.885,1,0.0,0.0,1,0.5,111.01576464628796,99.5,1.1046344740924174
73xt,1,187,0.21977158909327252,0.15505918360489163,0.242526790750141,3,0.865756503384564,0.0,0.16666666666666674,5.663333333333334,1,0.0,0.0,1,0.5,56.04462507680822,77.0,0.718520834318054
7429,9,12,0.583617699458306,0.45688030221674664,0.8238636363636364,5,0.6863981882920849,0.6,0.1499999999999999,5.828,2,1.0,0.5,2,0.3333333333333333,178.03567058317273,201.8,0.877887922007755
745d,1,16,0.4547107279367695,0.39586172025391936,0.441400304414003,5,0.7164033410258512,0.2,0.1499999999999999,5.67,1,0.0,0.0,1,0.5,142.91151108290754,155.8,0.9114254533348695
745o,1,67,0.18014867511290517,0.16480600478076612,0.18014867511290517,2,0.8585120577123184,0.0,0.0,5.485,2,0.0,0.0,2,0.3333333333333333,57.982756057296896,61.0,0.9352057428596273
746h,1,3022,0.4789768215676635,0.05476577268236257,0.4789768215676635,2,0.9480777874095324,0.0,0.0,3.29,3,2.0,0.6666666666666666,3,0.25,79.90306627407988,98.5,0.8030458922018078
7471,3,13,0.566828974356392,0.43270755677690087,0.6127450980392156,3,0.6979791481310087,0.3333333333333333,0.0,4.486666666666667,2,2.0,1.0,2,0.3333333333333333,95.03858865394272,141.66666666666666,0.6661583316865145
